Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Caitlin Campbell	F	Jr	23	15	11	26	1.1304	10	20	3	3	0	1
Gabrielle Gardner	F	Fr	27	12	12	24	0.8889	4	8	2	6	0	0
Molly Golden	F	Fr	24	13	10	23	0.9583	5	10	1	5	1	0
Aimee Provencher	D	Sr	27	4	10	14	0.5185	5	10	0	0	0	0
Alex Riewer	D	Fr	24	4	10	14	0.5833	19	38	0	2	0	0
Ally Carr	F	So	27	4	5	9	0.3333	7	14	2	0	0	0
Krissy Roche	D	So	25	1	8	9	0.3600	19	38	0	0	0	0
Kristen Cokely	F	Fr	25	5	2	7	0.2800	3	6	1	0	0	0
Jillian Donnelly	F	Jr	21	2	3	5	0.2381	6	12	1	0	0	0
Kendra Andrie	F	Fr	20	1	4	5	0.2500	2	4	0	0	0	0
Sarah Small	D	Fr	23	1	4	5	0.2174	7	14	0	0	0	0
Katie Cox	F	Fr	23	0	4	4	0.1739	3	6	0	0	0	0
Ashley Stoppa	F	So	27	2	1	3	0.1111	0	0	0	0	0	0
Danika Williams	F	Fr	27	1	1	2	0.0741	13	26	1	1	0	0
Michelle DeLisio	F	So	23	1	0	1	0.0435	0	0	0	0	0	0
Teresa Santore	F	Fr	23	1	0	1	0.0435	4	8	0	0	0	0
Elizabeth Carrier	D	Fr	25	0	1	1	0.0400	7	14	0	0	0	0
Amy Hatch	F	Fr	13	0	1	1	0.0769	1	2	0	0	0	0
Mariel Guay	F	Jr	22	0	1	1	0.0455	10	20	0	0	0	0
Natasha Wurst	F	So	16	0	1	1	0.0625	2	4	0	0	0	0
Michelle Chabot	G	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Lauren Barella	G	Fr	14	0	0	0	0.0000	2	4	0	0	0	0
Janay Walsh	F	Fr	3	0	0	0	0.0000	1	2	0	0	0	0
Angelina Berube	F	So	7	0	0	0	0.0000	0	0	0	0	0	0
Jennifer Corcoran	F	Jr	8	0	0	0	0.0000	2	4	0	0	0	0
Tamsin Gosselin	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
