Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Laura Veharanta	F	Fr	36	16	15	31	0.8611	12	24	4	8	0	0
Erin Normore	F/D	Sr	36	9	17	26	0.7222	11	22	0	3	0	1
Ashley Cottrell	F	Fr	36	5	16	21	0.5833	9	18	2	2	1	0
Alyse Ruff	F	So	36	10	10	20	0.5556	14	28	4	4	0	0
Mari Pehkonen	F	Sr	30	11	6	17	0.5667	16	32	1	4	0	2
Katy Beach	F	Sr	34	8	8	16	0.4706	23	46	3	5	0	0
Brittany Simpson	D	Sr	36	2	12	14	0.3889	5	10	0	1	0	0
Kate Bacon	F	Fr	34	8	4	12	0.3529	15	41	0	2	2	2
Abby Gauthier	F	Fr	33	3	7	10	0.3030	5	10	0	0	0	0
Jean O'Neill	F	So	31	5	3	8	0.2581	4	8	1	0	0	0
Jennifer Friedman	D	Fr	36	4	4	8	0.2222	13	26	1	2	0	0
Colleen Martin	D	Jr	33	0	7	7	0.2121	8	16	0	0	0	0
Jackie Duncan	F	Jr	22	2	4	6	0.2727	3	6	0	0	0	0
Amber Yung	D	So	35	0	6	6	0.1714	14	28	0	0	0	0
Arianna Rigano	F	Jr	26	2	2	4	0.1538	4	8	0	0	0	1
Stephanie Morris	F	Sr	32	1	2	3	0.0938	7	14	1	0	0	0
Pamela McDevitt	F	Jr	33	0	3	3	0.0909	12	24	0	0	0	0
Leigh Riley	D	So	33	0	3	3	0.0909	8	16	0	0	0	0
Genevieve Lacasse	G	Fr	29	0	1	1	0.0345	1	2	0	0	0	0
Christie Jensen	D	Fr	32	0	1	1	0.0313	17	34	0	0	0	0
Lauren Covell	F	Fr	24	0	0	0	0.0000	2	4	0	0	0	0
Danielle Ciarletta	G	Sr	9	0	0	0	0.0000	0	0	0	0	0	0
Jennifer Smith	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
