Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelli Halcisak	D	Sr	35	20	26	46	1.3143	4	6	2	1
Rush Zimmerman	F	Jr	32	17	26	43	1.3438	0	8	1	1
Darlene Stephenson	F	Sr	36	10	26	36	1.0000	4	5	0	0
Sonny Watrous	F	Fr	34	16	11	27	0.7941	3	6	0	0
Karen Thatcher	F	So	33	10	17	27	0.8182	2	3	1	2
Ashley Payton	F	Jr	27	13	13	26	0.9630	2	0	0	1
Meredith Roth	D	Sr	35	6	14	20	0.5714	2	1	0	0
Hilary Greaves	F	Jr	36	8	8	16	0.4444	0	7	0	1
Danielle Bourgette	D	Jr	36	2	12	14	0.3889	0	1	0	1
Katelynn Laffin	F	So	36	6	6	12	0.3333	1	2	0	0
Kristin Gigliotti	D	Fr	34	2	6	8	0.2353	1	2	0	0
Sarah Youlen	F	Sr	36	2	4	6	0.1667	0	0	0	0
Mara Amrhein	F/D	Jr	36	1	5	6	0.1667	0	0	0	0
Emily Gryp	D	Jr	36	2	3	5	0.1389	0	0	0	0
Kristen Porter	F	Fr	35	3	1	4	0.1143	1	1	0	0
Christina Redmond	F	Jr	36	2	1	3	0.0833	1	0	2	0
Amy Quinlan	G	Sr	6	0	1	1	0.1667	0	0	0	0
Jana Bugden	G	So	27	0	1	1	0.0370	0	0	0	0
Amy Thomas	G	Jr	4	0	0	0	0.0000	0	0	0	0
Kim Velsing	F	Fr	36	0	0	0	0.0000	0	0	0	0
Ashley Bielawski	F	Fr	7	0	0	0	0.0000	0	0	0	0
