Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Abby Kurtz-Phelan	F	Sr	23	16	23	39	1.6957	5	7	0	2
Shannon Sylvester	F	Sr	29	16	18	34	1.1724	6	5	1	1
Annmarie Cellino	F	So	29	14	20	34	1.1724	2	2	2	0
Shannon Tarrant	D	Sr	27	10	21	31	1.1481	3	7	0	0
Karen Levin	D	Jr	29	11	16	27	0.9310	2	3	0	0
Erika Nakamura	F	So	28	10	9	19	0.6786	1	2	0	1
Molly Vitt	F	So	28	8	11	19	0.6786	0	2	0	0
Ashley Bairos	F	Fr	25	9	6	15	0.6000	2	5	0	0
Alison Graddock	F	Sr	29	3	11	14	0.4828	0	0	0	0
Randi Dumont	D	So	29	5	5	10	0.3448	0	0	0	0
Tania Kenny	D	Jr	26	2	6	8	0.3077	0	1	0	0
Lacey Farrell	F	Jr	23	4	3	7	0.3043	1	0	2	0
Jessica Bennett	D	Fr	29	2	5	7	0.2414	0	1	0	0
Ellen Sargent	D	Sr	29	2	4	6	0.2069	1	0	0	0
Emily McNamara	D	Sr	29	1	5	6	0.2069	0	0	0	0
Heather McCormack	F	Fr	25	1	3	4	0.1600	0	0	0	0
Margaret MacDonald	D	Jr	26	1	3	4	0.1538	0	0	0	0
Marjie Billings	D	Fr	28	1	1	2	0.0714	0	0	0	0
Liz Hand	F	So	13	0	2	2	0.1538	0	0	0	0
Gillian Paul	F	Jr	5	0	1	1	0.2000	0	0	0	0
Clare Zutz	F	Fr	7	0	1	1	0.1429	0	0	0	0
Abby Smith	G	Jr	1	0	0	0	0.0000	0	0	0	0
Molly West	D	Fr	6	0	0	0	0.0000	0	0	0	0
Angie Todd	G	Jr	12	0	0	0	0.0000	0	0	0	0
Lani Wright	G	Fr	17	0	0	0	0.0000	0	0	0	0
