Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Jacques	F	Sr	23	23	14	37	1.6087	5	6	3	1
Lindsay Kurtis	F	Jr	23	15	18	33	1.4348	2	5	0	0
Bridgette Richter	F	Fr	21	12	21	33	1.5714	3	4	3	0
Christine Kleven	F	Sr	23	7	12	19	0.8261	0	0	0	0
Sandra Rydén	D	Sr	23	6	13	19	0.8261	0	1	0	0
Lindsay Czarnecki	C	So	23	10	6	16	0.6957	1	0	1	0
Annie Knierim	F	Sr	21	8	2	10	0.4762	1	0	0	0
Jenai Estrada	D	Jr	23	4	5	9	0.3913	0	3	0	0
Sam Gunning	D	Fr	23	2	7	9	0.3913	0	0	0	0
Emily Erickson	F	Fr	23	4	4	8	0.3478	1	0	0	0
Miranda Koenig	F	Fr	23	4	2	6	0.2609	1	0	0	0
Kate Anderson	C	Sr	21	3	3	6	0.2857	0	0	0	0
Kali Palmer	D	Fr	23	2	4	6	0.2609	0	0	0	0
Charity Hartzell	D	Jr	21	0	2	2	0.0952	0	0	0	0
Grete Lee	D	Fr	17	0	1	1	0.0588	0	0	0	0
Staci Nunn	F	Fr	3	0	0	0	0.0000	0	0	0	0
Jenna Johnson	G	Fr	3	0	0	0	0.0000	0	0	0	0
Missy Dassinger	F	So	21	0	0	0	0.0000	0	0	0	0
Jamie Savage	G	So	8	0	0	0	0.0000	0	0	0	0
Shyla Wilson	G	Sr	16	0	0	0	0.0000	0	0	0	0
Britt Ringstrom	D	Fr	20	0	0	0	0.0000	0	0	0	0
