Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Melissa Mondo	F	Jr	26	11	10	21	0.8077	4	0	1	0
Laura Mueller	F	Jr	25	7	11	18	0.7200	3	0	1	1
Amy Madden	F	Jr	26	8	9	17	0.6538	2	1	0	0
Rachel Harrison	F	Jr	24	6	10	16	0.6667	1	1	0	0
Madeline Loftus	F	Sr	26	7	6	13	0.5000	0	0	0	0
Jenn Shire	F	So	26	6	5	11	0.4231	1	1	0	1
Jill Rhody	F	Fr	26	4	6	10	0.3846	0	1	1	0
Laura Langen	F	So	26	5	4	9	0.3462	0	0	0	0
Jessica Ribish	F	Jr	26	4	3	7	0.2692	0	3	0	0
Jenna Roland	D	Jr	26	3	2	5	0.1923	0	0	0	0
Val Rodriguez	F/D	So	26	0	5	5	0.1923	0	0	0	0
Natalie Hoadley	D	Fr	26	1	1	2	0.0769	0	0	1	0
Rebecca Jelenc	D	Jr	24	1	0	1	0.0417	0	0	0	0
Dayna Pilsner	F	Fr	1	1	0	1	1.0000	0	1	0	0
Emily Duffey	F	So	19	0	1	1	0.0526	0	0	0	0
Jenny Giannini	D	So	25	0	1	1	0.0400	0	0	0	0
Sarah Wiesner	D	Fr	17	0	1	1	0.0588	0	0	0	0
Nikki Jung	G	Jr	18	0	0	0	0.0000	0	0	0	0
Nina Cohn	F	Fr	6	0	0	0	0.0000	0	0	0	0
Jessie Smith	G	So	2	0	0	0	0.0000	0	0	0	0
Amanda Gage	G	Jr	8	0	0	0	0.0000	0	0	0	0
Hadley Swaggert	D	Fr	26	0	0	0	0.0000	0	0	0	0
Megan Chown	F	Jr	24	0	0	0	0.0000	0	0	0	0
