Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Gretchen Anderson	F	Jr	25	19	22	41	1.6400	4	2	1	1
Andrea Kilbourne	F	Sr	31	18	21	39	1.2581	3	6	2	0
Nikola Holmes	F	Sr	31	9	16	25	0.8065	1	3	0	0
Annamarie Holmes	D	Sr	31	6	16	22	0.7097	0	3	1	0
Angela Gooldy	D	Jr	31	8	12	20	0.6452	2	5	0	0
Lisa Rasmussen	F	Jr	31	7	12	19	0.6129	2	1	1	0
Susan Hobson	F	Jr	29	6	13	19	0.6552	0	1	0	0
Becky Stewart	D	So	31	5	9	14	0.4516	1	1	1	0
Heather Jackson	F	Fr	31	5	7	12	0.3871	0	0	1	0
April Brown	F	So	31	3	9	12	0.3871	1	1	0	0
Tarah Clark	F	Fr	31	4	4	8	0.2581	2	0	0	0
Sarah Butsch	F	Fr	31	6	1	7	0.2258	2	1	0	0
Katharine Maglione	D	So	28	2	5	7	0.2500	0	1	0	0
Sarah Greer	F	Fr	31	3	2	5	0.1613	2	0	0	0
Sarah Shea	F	Fr	31	1	3	4	0.1290	0	0	0	0
Chrissie Norwich	D	Fr	31	1	2	3	0.0968	0	0	0	0
Laura Stroessner	D	Fr	31	0	1	1	0.0323	0	0	0	0
Megan Van Beusekom	G	Jr	22	0	0	0	0.0000	0	0	0	0
Sarah Ahlquist	G	Sr	8	0	0	0	0.0000	0	0	0	0
Roxanne Gaudiel	G	Fr	6	0	0	0	0.0000	0	0	0	0
