Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelly Hart	F	So	34	8	21	29	0.8529	1	1	0	0
Nikki Eckebrecht	C	So	35	10	11	21	0.6000	1	2	0	0
Tara Hiscock	F	Fr	35	9	12	21	0.6000	1	6	0	0
Kate Robinson	C	So	33	10	6	16	0.4848	1	5	0	0
Carly Napier	F	Jr	35	10	4	14	0.4000	3	1	0	1
Helena Tageson	F	So	31	4	8	12	0.3871	1	1	0	0
Jenny Schnickel	D	Sr	35	6	5	11	0.3143	0	2	0	0
Sarah Zuelke	D	Jr	35	2	5	7	0.2000	0	1	0	0
Jessica Pullar	F	Fr	35	4	2	6	0.1714	1	2	0	0
Mandy Bambrough	G	Jr	34	1	4	5	0.1471	0	0	0	0
Aimee Collins	F	Jr	35	3	1	4	0.1143	0	1	0	2
Haley Balcom	D	Fr	35	1	3	4	0.1143	0	0	0	0
Laura Lankton	D	Jr	34	0	2	2	0.0588	0	0	0	0
Nina Ziegenhals	D	So	27	0	2	2	0.0741	0	0	0	0
Ashley Medori	D	Jr	31	1	0	1	0.0323	0	0	0	0
Jenn Sadler	F	So	23	0	1	1	0.0435	0	0	0	0
Jaime LeDuc	F	Fr	32	0	1	1	0.0313	0	0	0	0
Melissa Schaeffer	F/D	Jr	10	0	1	1	0.1000	0	0	0	0
Nicky Kluck	C	Sr	29	0	1	1	0.0345	0	0	0	0
Tamara Price	F	Fr	28	0	0	0	0.0000	0	0	0	0
Emily Brookshaw	G	Fr	22	0	0	0	0.0000	0	0	0	0
Emily Curcuruto	D	Jr	1	0	0	0	0.0000	0	0	0	0
Jill Luebke	G	Jr	20	0	0	0	0.0000	0	0	0	0
Cassi Petsch	F/D	Jr	3	0	0	0	0.0000	0	0	0	0
