Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tiffany Owens	F	Jr	34	10	7	17	0.5000	1	6	0	1
Sara Mahoney	F	Sr	34	4	9	13	0.3824	1	0	1	0
Megan McLeod	F	Jr	34	6	6	12	0.3529	2	1	1	1
Leslie Hurlburt	F	Fr	32	9	2	11	0.3438	0	2	0	0
Erika Spaeth	F/D	Jr	34	2	9	11	0.3235	0	0	0	0
Shannon Connolly	F	Jr	20	9	1	10	0.5000	2	2	1	0
Natalie Vibert	D	Fr	33	2	8	10	0.3030	0	1	0	0
Jacquelyn McGuire	F	Jr	34	3	4	7	0.2059	2	2	0	0
Stefanie Snow	D	Sr	18	2	5	7	0.3889	0	2	0	0
Jennifer Houlden	D	So	34	1	6	7	0.2059	0	1	0	0
Janelle Armitage	F	So	34	3	3	6	0.1765	0	0	0	0
Caitlin Salazer-Reid	D	Jr	33	2	4	6	0.1818	0	0	0	0
Angie Wallace	F	Jr	34	2	4	6	0.1765	1	1	0	0
Molly Garrett	D	Fr	34	0	6	6	0.1765	0	0	0	0
Katherine Van Deveire	F	Fr	34	3	1	4	0.1176	0	1	0	0
Julie Marashio	F	Jr	31	1	1	2	0.0645	0	0	0	0
Nicole LeFave	F	Fr	8	0	0	0	0.0000	0	0	0	0
Mallory Tosches	F	Fr	10	0	0	0	0.0000	0	0	0	0
Alicia Ramolla	D	Fr	29	0	0	0	0.0000	0	0	0	0
Kaitlyn Shain	G	So	19	0	0	0	0.0000	0	0	0	0
Emily Grant	F	Fr	18	0	0	0	0.0000	0	0	0	0
Lisa Beck	D	Jr	33	0	0	0	0.0000	0	0	0	0
Shannon Murphy	G	Jr	18	0	0	0	0.0000	0	0	0	0
Dani Aud	F	So	6	0	0	0	0.0000	0	0	0	0
