Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Chelsea Koehn	F	Fr	22	12	6	18	0.8182	9	18	3	3	1	0
Haley Johnson	F	Sr	24	6	9	15	0.6250	10	20	0	4	0	0
Corinne Henning	F	So	22	4	9	13	0.5909	1	2	0	0	0	0
Jordan Verleye	F	So	23	6	6	12	0.5217	5	10	0	4	0	0
Jessica Hunt	D	Jr	22	2	3	5	0.2273	10	20	1	0	0	0
Ashley Maskel	D	Sr	24	2	3	5	0.2083	3	6	1	1	0	0
Sam Berger	D	So	21	1	3	4	0.1905	3	6	0	0	0	0
Breanna Simon	F	Fr	24	0	3	3	0.1250	3	6	0	0	0	0
Jenny Magill	D	Fr	19	0	3	3	0.1579	9	18	0	0	0	0
Kendra Krause	F	Fr	12	2	0	2	0.1667	2	4	0	0	0	0
Haleigh Bolton	D	Fr	19	2	0	2	0.1053	1	2	0	1	0	0
Nina Chase	F	Fr	24	0	2	2	0.0833	15	30	0	0	0	0
Alex Willi	F	Fr	19	0	2	2	0.1053	1	2	0	0	0	0
Megan Gjere	D	Fr	24	0	2	2	0.0833	6	12	0	0	0	0
Lexie Maggard	F	Fr	20	1	0	1	0.0500	7	14	0	0	0	0
Shelby Stark	D	So	22	0	1	1	0.0455	2	4	0	0	0	0
Megan Campbell	D	Jr	10	0	1	1	0.1000	2	4	0	0	0	0
Colleen Brigl	F	Sr	18	0	0	0	0.0000	0	0	0	0	0	0
Ellie McElhone	F	Fr	20	0	0	0	0.0000	0	0	0	0	0	0
Mackenzie McCormack	F	Fr	19	0	0	0	0.0000	1	2	0	0	0	0
Sarah Schneekloth	G	So	21	0	0	0	0.0000	0	0	0	0	0	0
Brittany Dwire	F	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Mary Shefveland	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Catherine Valimont	D	Jr	14	0	0	0	0.0000	2	4	0	0	0	0
Emily Fromm	D	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Caitlin Nosanov	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Sam Stark	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
