Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Emily Gross	F	Sr	24	9	2	11	0.4583	1	3	0	0
Emily Dusold	F	Fr	24	4	7	11	0.4583	1	1	0	0
Mindy Lein	F	Fr	24	5	2	7	0.2917	1	2	0	0
Marie Gross	D	Fr	24	2	5	7	0.2917	0	1	1	0
Elysha Fuchs	F	Fr	23	3	3	6	0.2609	0	2	0	0
Allison Walsh	D	Fr	24	2	4	6	0.2500	0	0	0	0
Emily Toenes	D	Fr	19	1	3	4	0.2105	0	1	0	0
Andrea Davis	F	So	23	2	1	3	0.1304	0	0	0	0
Sara Mickelson	F	Fr	9	2	0	2	0.2222	1	2	0	0
Cassie Flagg	F	Fr	23	0	2	2	0.0870	0	0	0	0
Holly Wiborg	F	So	24	1	0	1	0.0417	0	0	0	0
Regina Voracek	D	Sr	19	1	0	1	0.0526	0	1	0	0
Heather Olson	F	Jr	23	1	0	1	0.0435	0	0	0	0
Sara Wagner	F	Jr	22	0	1	1	0.0455	0	0	0	0
Alysha Huberty	G	Sr	9	0	0	0	0.0000	0	0	0	0
Andrea Paulson	F	Jr	13	0	0	0	0.0000	0	0	0	0
Kyle Foley	F	So	16	0	0	0	0.0000	0	0	0	0
Marisha Park-Childs	F	Fr	16	0	0	0	0.0000	0	0	0	0
Rachael Young	G	Jr	19	0	0	0	0.0000	0	0	0	0
