Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sabrina Harbec	F	So	36	25	36	61	1.6944	6	9	2	0
Carson Duggan	F	Fr	36	28	14	42	1.1667	5	8	0	0
Emilie Berlinguette	F	Sr	37	18	18	36	0.9730	3	4	2	0
Annie Guay	D	So	36	8	26	34	0.9444	2	3	0	0
Alison Domenico	F	Fr	38	12	19	31	0.8158	3	5	1	0
Crystal Connors	F	Jr	38	15	15	30	0.7895	4	8	0	1
Marianna Locke	F	Fr	38	15	10	25	0.6579	4	10	0	0
Kerri Wallace	D	So	36	3	18	21	0.5833	2	1	0	0
Kate Michael	D	Sr	37	4	16	20	0.5405	0	3	0	0
Abbie Bullard	D	Jr	38	3	17	20	0.5263	0	1	0	0
Lisa Batchelor	F	Fr	38	7	12	19	0.5000	1	0	0	1
Casey Hughes	D	Jr	38	6	3	9	0.2368	0	2	0	1
Elisabeth Pahler	F	Jr	33	3	5	8	0.2424	1	0	0	0
Laurie Ross	D	Sr	38	0	6	6	0.1579	0	0	0	0
Tracy Muzerall	D	Sr	38	0	6	6	0.1579	0	0	0	0
Julia Palmateer	F	Jr	38	1	1	2	0.0526	0	0	0	0
Jordan Pyers	F	Fr	35	0	2	2	0.0571	0	0	0	0
Chelsea Grills	F	Jr	1	0	1	1	1.0000	0	0	0	0
Meaghan Guckian	G	So	17	0	1	1	0.0588	0	0	0	0
Katherine Smithson	F/D	Sr	33	0	0	0	0.0000	0	0	0	0
Kaitlin Branon	G	Jr	4	0	0	0	0.0000	0	0	0	0
Jess Moffat	G	Sr	21	0	0	0	0.0000	0	0	0	0
