Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Melissa Mondo	F	So	20	9	6	15	0.7500	3	4	0	0
Rachel Harrison	F	So	27	6	7	13	0.4815	1	1	0	0
Jenn Shire	F	Fr	24	4	8	12	0.5000	1	2	0	0
Jenny Hocum	F	Sr	27	6	4	10	0.3704	0	2	0	0
Jenna Roland	D	So	27	4	4	8	0.2963	0	3	0	0
Madeline Loftus	F	Jr	26	4	4	8	0.3077	1	2	0	0
Aja Walters	F	Sr	27	5	2	7	0.2593	1	2	1	0
Val Rodriguez	F/D	Fr	27	2	5	7	0.2593	1	0	0	0
Rebecca Jelenc	D	So	27	1	6	7	0.2593	0	0	0	0
Amy Madden	F	So	18	2	4	6	0.3333	2	1	0	0
Laura Mueller	F	So	27	1	4	5	0.1852	0	1	0	0
Emily Babcock	F	So	25	2	2	4	0.1600	1	0	0	0
Katie Berg	F	So	25	0	2	2	0.0800	0	0	0	0
Megan Chown	F	So	27	1	0	1	0.0370	0	0	0	0
Ashley Graf	F	Jr	17	0	1	1	0.0588	0	0	0	0
Jessica Ribish	F	So	27	0	1	1	0.0370	0	0	0	0
Jenny Giannini	D	Fr	20	0	0	0	0.0000	0	0	0	0
Nikki Jung	G	So	23	0	0	0	0.0000	0	0	0	0
Shannon Dinneen	D	So	10	0	0	0	0.0000	0	0	0	0
Amanda Gage	G	So	7	0	0	0	0.0000	0	0	0	0
Laura Langen	F	Fr	21	0	0	0	0.0000	0	0	0	0
Danielle Zitzer	F	Fr	26	0	0	0	0.0000	0	0	0	0
