Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jenny Agnew	F	Sr	30	5	3	8	0.2667	0	2	0	0
Lindsey Tilbury	F/D	Fr	30	4	3	7	0.2333	0	1	0	0
Hilary Johnson	F	Fr	30	3	4	7	0.2333	0	1	0	0
Jackie Duerr	F	So	30	2	3	5	0.1667	1	1	0	0
Caitlin Barnes	D	Fr	30	3	1	4	0.1333	0	1	0	0
Abbey Kaknes	F	Fr	30	0	4	4	0.1333	0	0	0	0
Heather Fifield	F	Sr	30	0	3	3	0.1000	0	0	0	0
Jillian Giardina	D	Sr	30	0	3	3	0.1000	0	0	0	0
Liz Reed	F	Jr	13	2	0	2	0.1538	1	1	0	0
Becky Daley	D	Jr	30	0	2	2	0.0667	0	0	0	0
Missy Tracy	D	Jr	30	0	2	2	0.0667	0	0	0	0
Rebecca Godsill	F	Sr	27	1	0	1	0.0370	0	0	0	0
Kate Hudspeth	F	Fr	30	1	0	1	0.0333	1	1	0	0
Katie Gannon	F	Jr	22	0	1	1	0.0455	0	0	0	0
Jen Fifield	F	Fr	30	0	0	0	0.0000	0	0	0	0
Lindsey Neilson	D	Jr	24	0	0	0	0.0000	0	0	0	0
Kami Cote	G	So	12	0	0	0	0.0000	0	0	0	0
Andrea Miz	F/D	Fr	28	0	0	0	0.0000	0	0	0	0
Tiffany Hayes	G	Sr	26	0	0	0	0.0000	0	0	0	0
Kristin Wilson	D	Fr	30	0	0	0	0.0000	0	0	0	0
Ashleigh Hochbrunn	D	So	28	0	0	0	0.0000	0	0	0	0
