Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Elizabeth Flanagan	F	Fr	26	15	8	23	0.8846	2	4	0	0
Jennifer Fleming	F	Fr	25	7	13	20	0.8000	1	0	0	0
Kathy Dolezal	F	Fr	26	7	13	20	0.7692	0	2	0	0
Courtney Riepenhoff	F	Fr	25	7	8	15	0.6000	2	0	0	0
Jamie Laubisch	D	Fr	26	5	6	11	0.4231	1	3	0	0
Alyssa Maloney	F	Fr	26	4	7	11	0.4231	0	0	0	0
Jessica Eaton	F	Jr	26	6	2	8	0.3077	0	1	1	0
Susan Oehler	F	Fr	21	5	3	8	0.3810	0	1	0	0
Hannah Baldwin	D	Fr	23	2	5	7	0.3043	1	0	0	0
Molly Semler	F	Jr	25	2	5	7	0.2800	0	0	0	0
Emily Taylor	F	So	25	3	3	6	0.2400	1	1	0	0
Heather Dickson	F	Fr	24	1	5	6	0.2500	0	0	0	0
Theresa Rourk	F	So	14	4	1	5	0.3571	0	0	0	0
Hillary Magee	F	Fr	26	1	4	5	0.1923	0	0	0	0
Orly Amir	D	Jr	22	0	5	5	0.2273	0	0	0	0
Carolyn Simon	F	Jr	26	3	1	4	0.1538	0	0	0	0
Lisa Schulkind	F	Fr	22	2	2	4	0.1818	0	0	0	0
Alexandra Wasp	D	Fr	23	0	3	3	0.1304	0	0	0	0
Ailsa Cumming	F	Jr	5	1	1	2	0.4000	0	0	0	0
Maureen Murphy	D	Fr	18	1	0	1	0.0556	0	0	0	0
Jessica Wells	F/D	Sr	1	0	0	0	0.0000	0	0	0	0
Victoria Elkins	G	So	18	0	0	0	0.0000	0	0	0	0
Heather Olney	G	Fr	11	0	0	0	0.0000	0	0	0	0
