Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Brianna Delaney	F	So	36	14	17	31	0.8611	19	38	2	6	0	1
Sara O'Malley	F	Jr	36	18	12	30	0.8333	6	12	3	1	2	1
Maria Stoa	F	Jr	34	3	15	18	0.5294	17	34	1	2	0	0
Jennifer Kindret	F	Fr	36	9	8	17	0.4722	9	29	2	1	0	0
Cobina Delaney	F	Fr	35	1	12	13	0.3714	9	18	0	1	0	0
Dayna Newsom	F	Fr	36	6	6	12	0.3333	10	20	0	1	0	0
Kelsey Thomas	F	Fr	35	6	6	12	0.3429	9	34	1	0	0	0
Whitney Pappas	D	Jr	36	4	8	12	0.3333	10	20	1	0	0	0
Jacki Gibson	D	Sr	36	2	9	11	0.3056	8	16	0	2	0	0
Jamie Joslin	D	Fr	36	6	3	9	0.2500	15	30	0	5	0	0
Kathleen McDonald	F	Fr	31	4	4	8	0.2581	3	6	0	2	0	0
Jordan Riley	F	Sr	36	2	3	5	0.1389	5	10	0	0	0	0
Mallory Giambra	D	Sr	36	1	4	5	0.1389	5	10	0	0	0	0
Chelsea Walkland	F	Sr	35	2	2	4	0.1143	12	24	0	0	0	0
Kathryn Stack	D	So	36	0	4	4	0.1111	11	22	0	0	0	0
Courtney Langston	F	Fr	25	2	1	3	0.1200	2	4	0	1	0	0
Carissa Ketcher	F	Jr	15	1	1	2	0.1333	0	0	1	0	0	0
Whitney Henderson	F	Fr	8	1	1	2	0.2500	0	0	0	0	0	0
Jessica Riley	F	Sr	34	0	2	2	0.0588	9	18	0	0	0	0
Kristen DiCiocco	G	Fr	13	0	1	1	0.0769	0	0	0	0	0	0
Daneca Butterfield	G	Jr	29	0	0	0	0.0000	1	2	0	0	0	0
Marissa Angel	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Paige Pietrangelo	D	So	33	0	0	0	0.0000	14	28	0	0	0	0
