Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Michelle Greeneway	F	Sr	27	33	14	47	1.7407	12	27	8	6	1	1
Olivia Spellmire	F	So	27	14	27	41	1.5185	2	4	3	5	1	1
Amy Budde	F	Fr	27	5	20	25	0.9259	2	4	0	2	0	0
Amanda Brunges	F	So	27	7	13	20	0.7407	1	2	1	0	1	0
Kayla Griffith	D	So	27	6	14	20	0.7407	9	18	1	2	0	0
Holly Lesperance	F	Sr	24	8	11	19	0.7917	18	47	2	1	0	1
Alex Stensland	D	Sr	27	8	11	19	0.7037	5	10	0	4	3	2
Melissa Paluch	F	Sr	12	9	7	16	1.3333	0	0	0	3	0	0
Leah Ebdon	F	So	27	6	10	16	0.5926	4	8	3	0	0	0
Allie Girard	F	Jr	27	4	5	9	0.3333	4	16	1	1	0	0
Caroline Campbell	D	So	25	3	4	7	0.2800	6	12	1	3	0	0
Natalie Pattison	F	Jr	25	0	7	7	0.2800	5	10	0	0	0	0
Melissa Bodine	D	So	27	1	5	6	0.2222	3	6	0	1	0	0
Isabel Regine	F	Jr	27	2	3	5	0.1852	3	6	0	1	0	0
Samantha Wais	D	Fr	21	2	1	3	0.1429	4	8	0	0	0	0
Julianne Mauriello	F	Fr	27	0	3	3	0.1111	2	4	0	0	0	0
Jacqueline Audet	G	So	3	0	0	0	0.0000	0	0	0	0	0	0
Abby Cooper	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Allie Carter	G	Sr	19	0	0	0	0.0000	0	0	0	0	0	0
