Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lauren Smith	F	Jr	35	9	10	19	0.5429	11	22	0	3	0	0
Lauren Zrust	F	Jr	36	6	13	19	0.5278	4	8	1	2	0	0
Lauren Barnes	C	So	36	4	14	18	0.5000	11	22	1	0	0	0
Kari Lundberg	F	So	36	9	8	17	0.4722	2	4	0	2	0	0
Jackie Otto	D	Sr	36	3	13	16	0.4444	14	28	0	3	0	0
Emmi Leinonen	F	Sr	36	5	10	15	0.4167	8	16	0	1	0	0
Tracy McCann	F	So	34	5	10	15	0.4412	17	45	1	0	0	0
Ariel Mackley	D	Sr	36	3	9	12	0.3333	11	22	1	1	0	0
Nicole Germaine	F	So	34	5	4	9	0.2647	4	8	1	0	0	0
Emilia Andersson	D	Jr	36	4	4	8	0.2222	15	30	1	3	0	0
Kathleen Rogan	F	So	8	6	1	7	0.8750	5	10	0	2	0	0
Kara Power	F	Fr	35	2	3	5	0.1429	2	4	0	0	0	0
Erika Magnusson	D	Jr	34	0	4	4	0.1176	2	4	0	0	0	0
Kelsie Scott	F	So	36	1	2	3	0.0833	21	42	1	1	0	0
Melissa Klippenstein	F	So	32	1	0	1	0.0313	4	19	0	0	0	0
Moira O'Connor	F	Sr	17	1	0	1	0.0588	2	4	0	0	0	0
Shelby Moteyunas	D	Fr	21	0	1	1	0.0476	0	0	0	0	0	0
Danielle Scholzen	D	So	30	0	1	1	0.0333	13	26	0	0	0	0
Alli Altmann	G	Sr	28	0	1	1	0.0357	1	2	0	0	0	0
Jenna Peterson	F/D	Sr	32	0	0	0	0.0000	5	10	0	0	0	0
Elisabeth Hewett	D	So	30	0	0	0	0.0000	4	8	0	0	0	0
Danielle Butters	G	So	13	0	0	0	0.0000	0	0	0	0	0	0
