Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Erica Power	F	Fr	26	9	18	27	1.0385	3	6	3	2	0	0
Carolyn Draayer	F	Sr	26	12	8	20	0.7692	7	14	4	5	1	0
Allison Eder-Zdechlik	F	Jr	22	9	11	20	0.9091	5	10	2	0	2	1
Courtney Boucher	D	Sr	26	5	9	14	0.5385	10	20	0	3	0	0
Diana Draayer	F	Fr	26	4	10	14	0.5385	9	18	0	2	0	0
Kaitlyn Klein	F	Fr	26	6	6	12	0.4615	2	4	2	2	0	0
Katie Aney	F	Fr	26	8	2	10	0.3846	8	16	2	5	0	0
Emily Reibert	F	Jr	25	8	2	10	0.4000	9	18	1	1	0	1
Rachel Skoglund	D	Fr	25	2	6	8	0.3200	3	6	1	0	0	0
Keri Pickel	F	Sr	23	5	2	7	0.3043	2	4	1	1	0	0
Marissa Brandt	F/D	Sr	26	3	3	6	0.2308	4	8	1	2	0	0
Lydia Wagner	D	So	21	3	3	6	0.2857	4	8	0	2	0	0
Katy Fuller	F	Fr	26	2	3	5	0.1923	6	12	1	0	0	0
Laura Johnson	D	Fr	22	0	5	5	0.2273	9	18	0	0	0	0
Allie Lewis	F	So	26	1	3	4	0.1538	0	0	0	0	0	0
Leah Johnson	F	Sr	22	1	3	4	0.1818	5	10	1	0	0	0
Emily Gustafson	F	So	24	0	2	2	0.0833	2	4	0	0	0	0
Callie Johnson	F	So	7	0	1	1	0.1429	1	2	0	0	0	0
Courtney Bethune	D	So	26	0	0	0	0.0000	5	10	0	0	0	0
Lindsey Hibbard	G	Jr	24	0	0	0	0.0000	0	0	0	0	0	0
Courtney Potter	D	So	10	0	0	0	0.0000	0	0	0	0	0	0
Hannah Heacox	F	So	7	0	0	0	0.0000	1	2	0	0	0	0
Amanda Koep	G	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
