Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Gillian Gallagher	F	Sr	33	8	9	17	0.5152	1	1	1	1
Aimee Whittaker	F	Fr	28	10	6	16	0.5714	2	4	0	0
Ashley Jaffray	F	So	32	9	4	13	0.4063	1	1	0	0
Natashia Pellatt	F	So	33	5	8	13	0.3939	0	2	0	0
Vicky Graham	F/D	So	33	4	9	13	0.3939	0	2	0	0
Karrah Stephen	D	Fr	33	3	9	12	0.3636	0	2	0	0
Kathryn Dallimore	F	Jr	27	4	6	10	0.3704	0	0	0	0
Caitlin Peters	F	Sr	33	3	7	10	0.3030	0	0	1	0
Jackie Kendrick	D	So	27	2	5	7	0.2593	0	0	1	0
Jayne Riley	D	Sr	33	2	4	6	0.1818	1	1	0	0
Kristin Alcorn	F	Jr	29	2	3	5	0.1724	0	2	0	0
Erin Sweet	D	Jr	27	1	2	3	0.1111	0	0	0	0
Kelly Runyan	F/D	Jr	25	0	2	2	0.0800	0	0	0	0
Trina Hulshof	D	So	17	0	2	2	0.1176	0	0	0	0
Kelly Rider	F	So	32	0	1	1	0.0313	0	0	0	0
Stephanie Tougas	G	Fr	3	0	0	0	0.0000	0	0	0	0
Janelle Wolitski	G	So	14	0	0	0	0.0000	0	0	0	0
Catherine Laparé	G	Sr	26	0	0	0	0.0000	0	0	0	0
