Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Deana Wiegand	F	Sr	26	19	30	49	1.8846	4	7	1	0
Stephanie Price	F	Sr	26	22	24	46	1.7692	5	9	3	0
Mandy Finkle	F	Sr	26	15	13	28	1.0769	2	2	0	0
Andrea Maxon	F	Fr	26	13	11	24	0.9231	1	4	0	0
Jill Nolan	F	Sr	14	11	12	23	1.6429	3	2	0	0
Samantha Rowan	F	So	26	12	10	22	0.8462	1	5	2	0
Krystal Cummings	F	So	25	7	13	20	0.8000	1	0	1	0
Courtney Bank	D	Sr	26	5	13	18	0.6923	0	5	0	0
Jessica Leclerc	D	So	26	4	13	17	0.6538	0	1	0	0
Laura Schnitker	D	Jr	24	2	8	10	0.4167	0	1	0	0
Kelli Vossler	D	Sr	26	2	8	10	0.3846	0	0	0	0
Katie Moss	D	Sr	26	2	7	9	0.3462	0	0	0	0
Kelly Bills	F	Jr	26	1	5	6	0.2308	0	1	0	0
Ashley Kaufman	D	Jr	21	1	4	5	0.2381	1	1	0	0
Courtney Bills	F	Sr	26	3	1	4	0.1538	0	1	0	0
Amanda McDonnell	D	So	25	0	4	4	0.1600	0	0	0	0
Kristina Reeves	F	Fr	26	2	1	3	0.1154	0	0	0	0
Sarah Pernak	F	So	18	0	1	1	0.0556	0	0	0	0
Amanda Todd	D	So	19	0	1	1	0.0526	0	0	0	0
Lindsay Pemble	F	Sr	4	0	0	0	0.0000	0	0	0	0
Jill Doherty	G	Fr	4	0	0	0	0.0000	0	0	0	0
Alex Talbott	G	Sr	7	0	0	0	0.0000	0	0	0	0
Stephanie Yates	G	Sr	18	0	0	0	0.0000	0	0	0	0
