Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Marissa McMullan	D	So	24	7	5	12	0.5000	12	24	1	2	0	0
Gillian Toneguzzo	F	So	24	3	7	10	0.4167	11	22	0	2	0	0
Brianna Murphy	F	Fr	22	5	3	8	0.3636	6	12	0	1	0	0
Leah Knott	F	Fr	24	2	6	8	0.3333	10	20	0	1	0	0
Casey Bull	F	Jr	21	3	3	6	0.2857	9	18	1	1	0	0
Melissa Jeckovich	F	Sr	21	3	3	6	0.2857	8	16	0	0	0	0
Christine Williams	F	Fr	13	1	4	5	0.3846	0	0	0	0	0	0
Andrea Brunetta	D	Fr	11	2	2	4	0.3636	5	10	0	1	0	0
Kristin Bozek	D	Jr	24	2	2	4	0.1667	17	34	0	1	0	0
Katie Olejarski	F	So	24	2	1	3	0.1250	2	4	0	1	0	0
Linda Evans	F	So	13	1	2	3	0.2308	2	4	0	0	0	0
Mariah Fairgrieve	D	So	22	1	2	3	0.1364	27	62	0	1	0	0
Alex Papineau	F	So	22	0	3	3	0.1364	15	30	0	0	0	0
Tonya Ford	F	Jr	24	0	2	2	0.0833	4	8	0	0	0	0
Kacie Olejarski	F	Fr	22	0	1	1	0.0455	3	6	0	0	0	0
Kelsey Truran	D	Sr	11	0	1	1	0.0909	5	10	0	0	0	0
Amanda Johnston	D	So	24	0	0	0	0.0000	7	14	0	0	0	0
AJ Sliwinski	G	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
Kelly Mendola	G	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Amanda Davenport	F	Fr	11	0	0	0	0.0000	2	4	0	0	0	0
Alyssa Koniar	G	So	20	0	0	0	0.0000	0	0	0	0	0	0
