Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara Bauer	F	Jr	39	22	36	58	1.4872	6	6	3	0
Bobbi-Jo Slusar	D	Jr	39	12	28	40	1.0256	2	6	0	0
Sharon Cole	F	Sr	41	15	24	39	0.9512	2	3	0	1
Jinelle Zaugg	F	So	41	24	13	37	0.9024	8	10	1	2
Angie Keseley	F	Fr	41	13	20	33	0.8049	5	1	0	0
Erika Lawler	F	Fr	41	13	19	32	0.7805	2	1	0	0
Meaghan Mikkelson	F	Jr	34	4	27	31	0.9118	2	2	0	0
Nikki Burish	F	Sr	41	10	18	28	0.6829	1	1	0	0
Cyndy Kenyon	F	Sr	41	13	14	27	0.6585	1	5	0	0
Tia Hanson	F	Fr	40	10	9	19	0.4750	3	2	0	0
Grace Hutchins	F	Sr	41	5	8	13	0.3171	0	2	0	0
Emily Morris	D	So	41	4	7	11	0.2683	1	1	0	0
Alycia Matthews	D	Fr	39	1	8	9	0.2308	1	1	0	0
Kristen Witting	D	Jr	39	1	6	7	0.1795	1	0	0	0
Heidi Kletzien	F	Jr	41	3	3	6	0.1463	0	1	0	0
Kayla Hagen	F	Fr	30	2	3	5	0.1667	0	0	0	0
Phoebe Monteleone	F	Jr	41	2	2	4	0.0976	0	0	0	0
Rachel Bible	F	Fr	29	1	2	3	0.1034	1	0	0	0
Mikka Nordby	D	So	31	0	3	3	0.0968	0	0	0	0
Christine Dufour	G	Jr	10	0	1	1	0.1000	0	0	0	0
Vicki Davis	F	Jr	2	0	1	1	0.5000	0	0	0	0
Jessie Vetter	G	So	13	0	0	0	0.0000	0	0	0	0
Meghan Horras	G	Sr	19	0	0	0	0.0000	0	0	0	0
