Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Mallory Souliotis	D	So	29	4	21	25	0.8621	3	6	0	0	0	0
Eden Murray	F	So	29	7	16	23	0.7931	13	26	0	2	1	0
Janelle Ferrara	F	Sr	29	12	8	20	0.6897	1	2	1	2	0	0
Krista Yip-Chuck	F	Jr	29	5	15	20	0.6897	3	6	1	3	0	0
Jamie Haddad	F	Sr	28	9	8	17	0.6071	9	18	1	1	0	1
Phoebe Staenz	F	Jr	25	9	8	17	0.6800	11	22	1	0	1	0
Jordan Chancellor	F	Fr	29	6	9	15	0.5172	11	22	2	0	0	0
Hanna Åström	F	Sr	29	8	4	12	0.4138	2	4	1	2	1	0
Courtney Pensavalle	F	So	29	2	5	7	0.2414	6	12	1	1	0	0
Julia Yetman	D	Fr	29	4	2	6	0.2069	5	10	1	2	0	0
Taylor Marchin	D	Jr	29	1	5	6	0.2069	6	12	0	0	0	0
Kara Drexler	D	So	29	0	6	6	0.2069	4	8	0	0	0	0
Emily Monaghan	F	So	28	2	2	4	0.1429	6	12	0	0	0	0
Kate Martini	D	Sr	29	0	4	4	0.1379	5	10	0	0	0	0
Brittany Wheeler	F	So	29	2	1	3	0.1034	2	4	1	0	0	0
Emma Vlasic	F	Fr	23	0	2	2	0.0870	0	0	0	0	0	0
Kaitlin Gately	F	So	25	0	1	1	0.0400	5	10	0	0	0	0
Hanna Mandl	G	Jr	28	0	0	0	0.0000	0	0	0	0	0	0
Kyra O'Brien	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Grace Wickens	D	So	3	0	0	0	0.0000	1	2	0	0	0	0
Ariana DePinto	D	Fr	10	0	0	0	0.0000	1	2	0	0	0	0
Gretchen Tarrant	F	Jr	29	0	0	0	0.0000	2	4	0	0	0	0
Rachelle Graham	G	Sr	2	0	0	0	0.0000	0	0	0	0	0	0
Abby Gahm	F/D	Jr	3	0	0	0	0.0000	2	4	0	0	0	0
