Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Caeleigh Beerworth	F	So	28	6	15	21	0.7500	0	3	0	0
Halina Kristalyn	F	Jr	28	9	9	18	0.6429	0	6	0	0
Brianne Schmidt	F	So	28	5	12	17	0.6071	2	2	0	0
Brittany Forgues	F	So	28	12	3	15	0.5357	3	3	0	0
Emma Chipman	F	Fr	24	8	7	15	0.6250	0	5	0	0
Vicki Hodgkinson	F	Sr	28	7	6	13	0.4643	2	5	0	0
Molly McDonald	D	So	28	1	8	9	0.3214	0	0	0	0
Becky Fisher	D	Sr	28	1	7	8	0.2857	0	0	0	0
Jen Munhofen	F	Sr	28	1	7	8	0.2857	0	0	0	0
Sarah Johnston	F	So	26	5	1	6	0.2308	1	0	0	0
Miranda Callaghan	F	So	24	3	3	6	0.2500	1	0	0	0
Caroline Scott	F	Jr	28	2	4	6	0.2143	0	0	0	0
Andrea Skinner	F	Sr	20	2	4	6	0.3000	0	0	0	0
Emily Cabral	D	Sr	26	0	6	6	0.2308	0	0	0	0
Lindsay Pegler	D	So	25	1	3	4	0.1600	0	0	0	0
Caitlin Warren	F	Sr	28	1	1	2	0.0714	0	0	0	0
Brianne Gilbert	F	Fr	16	1	1	2	0.1250	0	0	0	0
Beth DiBella	D	So	25	0	2	2	0.0800	0	0	0	0
Lindsey Moschet	D	Fr	16	0	2	2	0.1250	0	0	0	0
Beth Baronick	G	Jr	19	0	0	0	0.0000	0	0	0	0
Steph Ulrich	D	Fr	22	0	0	0	0.0000	0	0	0	0
Sarah McConnachie	G	Jr	3	0	0	0	0.0000	0	0	0	0
Flora Vineberg	G	Sr	12	0	0	0	0.0000	0	0	0	0
