Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Bailey Coons	F	So	25	12	4	16	0.6400	8	16	1	2	0	0
Claudia Gee	F	So	26	7	9	16	0.6154	5	10	2	1	0	1
Hannah Elmer	D	So	26	0	10	10	0.3846	13	26	0	0	0	0
Brianna Luciani	F	Fr	25	7	2	9	0.3600	4	8	2	4	1	0
Brittany Aiello	F	So	26	3	6	9	0.3462	9	18	2	1	0	1
Michaela Martin	F	So	26	6	2	8	0.3077	19	38	0	1	1	0
Samantha Talmadge	D	Fr	26	4	3	7	0.2692	8	16	1	2	0	0
Rachel Pitcher	F/D	So	26	1	5	6	0.2308	19	41	0	0	0	0
Catherine McShera	F	So	26	2	2	4	0.1538	3	6	0	0	0	0
Christie Gray	F	Fr	26	2	2	4	0.1538	3	6	0	0	0	0
Nikolle Storey	D	So	26	0	4	4	0.1538	9	18	0	0	0	0
Megan Silta	D	Fr	24	0	3	3	0.1250	7	14	0	0	0	0
Elysabeth Jefferies	D	So	25	0	3	3	0.1200	5	10	0	0	0	0
Emily Dennee	D	So	24	1	1	2	0.0833	4	8	0	0	0	0
Kate Hamilton	F	Fr	26	1	0	1	0.0385	2	4	0	0	0	0
Anastasia Thompson	F	So	26	0	1	1	0.0385	4	8	0	0	0	0
Sarah McSweeney	F	So	26	0	1	1	0.0385	7	14	0	0	0	0
Madison Rigsby	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
Madison Maloney	D	Fr	26	0	0	0	0.0000	7	14	0	0	0	0
Julia Johnson	G	So	14	0	0	0	0.0000	0	0	0	0	0	0
