Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Vicky Graham	F/D	Jr	34	14	10	24	0.7059	2	8	0	0
Antoinette Maldonado	F	Fr	31	10	11	21	0.6774	1	2	0	0
Jennifer MacLean	F	Fr	33	6	9	15	0.4545	1	3	0	0
Kathryn Dallimore	F	Sr	32	5	10	15	0.4688	1	2	0	0
Hayley McMeekin	F	Fr	17	8	6	14	0.8235	0	2	1	0
Elyse Cole	F	Fr	27	6	7	13	0.4815	1	2	1	0
Nicolette Leone	D	Fr	34	3	9	12	0.3529	2	2	0	0
Trudy Reyns	D	Fr	34	2	8	10	0.2941	2	1	0	0
Ashley Jaffray	F	Jr	34	3	5	8	0.2353	0	1	0	0
Kristin Emerick	F	Fr	30	3	5	8	0.2667	0	1	0	0
Karrah Stephen	D	So	32	1	4	5	0.1563	0	0	0	0
Jackie Kendrick	D	Jr	32	2	2	4	0.1250	0	0	0	0
Natashia Pellatt	F	Jr	24	1	2	3	0.1250	0	0	0	0
Kristin Alcorn	F	Sr	27	1	2	3	0.1111	0	0	0	0
Kelly Runyan	F/D	Sr	34	0	3	3	0.0882	0	0	0	0
Tabatha Schury	F	Fr	29	1	1	2	0.0690	0	0	0	0
Jillian Giguere	F/D	Fr	25	1	0	1	0.0400	0	0	0	0
Connie Craig	G	Fr	32	0	1	1	0.0313	0	0	0	0
Erin Sweet	D	Sr	11	0	0	0	0.0000	0	0	0	0
Danielle Alexieff	F	Fr	30	0	0	0	0.0000	0	0	0	0
Janelle Wolitski	G	Jr	5	0	0	0	0.0000	0	0	0	0
Alison Kemon	F	Fr	11	0	0	0	0.0000	0	0	0	0
Kathryn Courtney	F	Jr	11	0	0	0	0.0000	0	0	0	0
Jacki Lapointe	F	Fr	3	0	0	0	0.0000	0	0	0	0
Stephanie Tougas	G	So	1	0	0	0	0.0000	0	0	0	0
Kelly Rider	F	Jr	30	0	0	0	0.0000	0	0	0	0
