Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Marissa Gentile	F	So	34	2	8	10	0.2941	31	62	0	2	0	0
Adelle Calahan	F	Fr	33	1	9	10	0.3030	7	14	0	0	0	0
Lauren Hoffman	F	Fr	32	7	2	9	0.2813	8	16	1	4	0	0
Émilie Arseneault	F	Fr	32	6	3	9	0.2813	8	16	0	2	0	0
Jackie Koetteritz	D	Jr	34	5	4	9	0.2647	34	68	0	3	0	0
Lauren Cromartie	F	Fr	34	4	3	7	0.2059	10	20	1	0	0	0
Suzy Pocock	F	Sr	16	4	2	6	0.3750	7	14	0	3	0	0
Chelsey Heinhuis	D	Fr	34	1	4	5	0.1471	23	46	0	1	0	0
Kelly Alyea	F	Fr	32	2	1	3	0.0938	3	6	0	0	0	0
Callee Heywood	F	So	34	1	1	2	0.0588	0	0	0	0	0	0
Elsa Perushek	F	So	34	0	2	2	0.0588	16	32	0	0	0	0
Kim Kowalczyk	F	Fr	32	1	0	1	0.0313	0	0	0	0	0	0
Perri Maduri	D	So	34	0	1	1	0.0294	7	14	0	0	0	0
Suzanne Ostrow	F	So	16	0	1	1	0.0625	8	16	0	0	0	0
Stephanie Gilbert	F	Sr	34	0	1	1	0.0294	0	0	0	0	0	0
Dania Simmonds	D	Fr	34	0	1	1	0.0294	10	20	0	0	0	0
Molly Kate Devin	F	Fr	34	0	1	1	0.0294	5	10	0	0	0	0
Lundy Day	G	Sr	34	0	0	0	0.0000	1	2	0	0	0	0
Kelly Fleming	F	So	7	0	0	0	0.0000	0	0	0	0	0	0
Kate Gallagher	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Kayleigh Melia	D	Fr	34	0	0	0	0.0000	12	24	0	0	0	0
