Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelly Hart	F	Jr	36	8	22	30	0.8333	1	0	0	0
Nikki Eckebrecht	C	Jr	36	13	10	23	0.6389	1	4	0	0
Helena Tageson	F	Jr	34	11	9	20	0.5882	1	6	0	0
Tara Hiscock	F	So	36	11	5	16	0.4444	1	4	0	0
Brooke Collins	D	Fr	36	2	14	16	0.4444	0	1	0	0
Jessica Pullar	F	So	35	9	6	15	0.4286	3	6	0	0
Sarah Zuelke	D	Sr	35	2	8	10	0.2857	1	1	0	0
Allison Johanson	D	Fr	32	3	6	9	0.2813	0	1	0	0
Haley Balcom	D	So	36	1	7	8	0.2222	1	1	0	0
Kate Robinson	C	Jr	36	3	4	7	0.1944	1	1	1	0
Aimee Collins	F	Sr	32	3	2	5	0.1563	0	0	0	0
Laura Lankton	D	Sr	31	0	4	4	0.1290	0	0	0	0
Nina Ziegenhals	D	Jr	25	0	4	4	0.1600	0	0	0	0
Melissa Schaeffer	F/D	Sr	33	2	1	3	0.0909	0	0	0	0
Lisa Kissick	F	Fr	25	1	2	3	0.1200	0	0	0	0
Jenn Sadler	F	Jr	30	1	2	3	0.1000	0	0	0	0
Carly Napier	F	Sr	33	1	1	2	0.0606	1	0	0	0
Jill Luebke	G	Sr	21	0	2	2	0.0952	0	0	0	0
Whitney Sears	D	Fr	8	1	0	1	0.1250	0	0	0	0
Monica Rawlings	F	Fr	34	0	1	1	0.0294	0	0	0	0
Emily Brookshaw	G	So	19	0	0	0	0.0000	0	0	0	0
Jaime LeDuc	F	So	16	0	0	0	0.0000	0	0	0	0
Mandy Bambrough	G	Sr	5	0	0	0	0.0000	0	0	0	0
Wendy Bergh	D	Fr	20	0	0	0	0.0000	0	0	0	0
