Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Erin Keys	F	Jr	37	22	26	48	1.2973	3	12	0	0
Amber Bowman	D	Sr	37	9	29	38	1.0270	2	3	1	0
Lisa Chesson	D	Jr	37	13	24	37	1.0000	3	8	0	1
Tessa Bonhomme	D	Sr	33	14	22	36	1.0909	4	6	0	0
Morgan Marziali	W	So	37	14	12	26	0.7027	1	0	1	0
Shelby Aldous	F	Jr	35	5	15	20	0.5714	1	1	0	0
Mallory Peckels	F	Jr	37	4	16	20	0.5405	0	4	0	0
Hayley Klassen	C	So	37	10	7	17	0.4595	1	4	0	0
Jody Heywood	F	Jr	37	8	9	17	0.4595	3	1	2	0
Megan Hostasek	D	So	36	1	8	9	0.2500	0	0	0	0
Raelyn LaRocque	F	Fr	37	3	3	6	0.1622	0	0	1	0
Krysta Skarda	F	Sr	37	2	3	5	0.1351	1	1	0	0
Rachel Davis	D	Fr	37	1	4	5	0.1351	0	0	0	0
Katie Maroney	F/D	Sr	37	4	0	4	0.1081	1	0	0	0
Lacey Schultz	D	Sr	37	1	2	3	0.0811	0	0	0	0
Whitney Miller	D	So	34	0	2	2	0.0588	0	0	0	0
Olivia Antognoli	F	So	37	1	0	1	0.0270	0	0	0	0
Michele Tonnessen	F	Fr	13	0	1	1	0.0769	0	0	0	0
Erika Vanderveer	G	Sr	31	0	0	0	0.0000	0	0	0	0
Jill Mauch	G	Jr	2	0	0	0	0.0000	0	0	0	0
Colleen Olson	F	Fr	34	0	0	0	0.0000	0	0	0	0
Liana Bonanno	G	So	7	0	0	0	0.0000	0	0	0	0
