Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Andrea Hunter	F	Jr	29	5	9	14	0.4828	7	14	0	3	0	0
Jenna Dancewicz	F	So	29	8	5	13	0.4483	23	46	2	4	0	0
Nicole Brown	F	Jr	29	6	5	11	0.3793	6	12	2	3	1	0
Paige Pyett	D	Fr	29	3	5	8	0.2759	14	39	1	2	0	0
Sasha Van Muyen	F	Jr	29	4	3	7	0.2414	18	36	0	2	0	0
Erica Kromm	D	So	29	3	4	7	0.2414	12	24	2	2	0	0
Maggie Suprey	F	So	18	2	5	7	0.3889	3	6	0	0	0	0
Samantha Stortini	D	So	29	1	6	7	0.2414	10	20	0	1	0	0
Erin Connors	F	Jr	29	1	4	5	0.1724	19	38	0	1	0	0
Vika Mykolenko	F	Fr	26	1	3	4	0.1538	1	2	0	0	0	0
Skyelar Siwak	D	Fr	22	2	1	3	0.1364	2	4	0	1	0	0
Frances Male	F	Sr	28	1	2	3	0.1071	7	14	0	0	0	0
Katelyn Landry	F	Fr	28	1	1	2	0.0714	2	4	0	0	0	0
Savannah Smith	F	Sr	27	0	2	2	0.0741	13	26	0	0	0	0
Jacquie Pierri	D	Fr	29	0	2	2	0.0690	19	38	0	0	0	0
Leah Crabtree	F	Fr	14	1	0	1	0.0714	3	6	0	0	0	0
Kath Surbey	D	Jr	23	1	0	1	0.0435	0	0	0	0	0	0
Amanda Asay	F	Jr	15	0	1	1	0.0667	3	6	0	0	0	0
Jaclyn Small	D	So	27	0	1	1	0.0370	9	18	0	0	0	0
Nicole Stock	G	Sr	29	0	0	0	0.0000	1	2	0	0	0	0
Joy Joung	G	So	2	0	0	0	0.0000	0	0	0	0	0	0
Macie Winship	D	So	7	0	0	0	0.0000	1	2	0	0	0	0
Jenny Cedorchuk	D	Jr	26	0	0	0	0.0000	2	4	0	0	0	0
