Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jaime Athens	F	Jr	27	11	19	30	1.1111	4	8	0	1	2	0
Samantha Meuwissen	F	Fr	27	11	15	26	0.9630	10	20	0	3	0	1
Sarah Luberda	F	Jr	25	9	9	18	0.7200	6	12	2	2	0	0
Alyssa Isaackson	LW	So	26	8	10	18	0.6923	10	20	2	3	0	0
Hilary Christiansen	F	So	26	5	9	14	0.5385	4	8	0	0	1	0
Sara Cole	D	Fr	25	4	8	12	0.4800	4	8	1	2	0	0
Alisha Java	F/D	Jr	24	5	6	11	0.4583	20	40	1	4	0	0
Bradi Jonasson	D	So	25	1	7	8	0.3200	9	18	1	0	0	0
Sarah Lichtie	F	Jr	24	4	3	7	0.2917	0	0	0	2	0	0
Alex Barton	F	So	24	4	3	7	0.2917	4	8	1	3	0	0
April Forar	F	Jr	26	2	2	4	0.1538	4	8	0	0	1	0
Carly Piras	D	Fr	25	0	4	4	0.1600	8	16	0	0	0	0
Amber Cmejla	F	Jr	26	2	1	3	0.1154	7	14	0	0	0	0
Tracy Tyrakowski	F	Jr	16	1	2	3	0.1875	1	2	1	0	0	0
Jenny Brown	D	Jr	22	1	1	2	0.0909	11	22	0	0	0	0
Stephanie Brunette	D	Fr	21	0	2	2	0.0952	2	4	0	0	0	0
Muriel McIntyre	D	So	25	0	2	2	0.0800	10	20	0	0	0	0
Steph Boehm	D	Jr	10	1	0	1	0.1000	7	14	0	0	0	0
Paige Mount	D	Fr	15	0	1	1	0.0667	2	4	0	0	0	0
Laura DeDecker	D	Jr	21	0	1	1	0.0476	2	4	0	0	0	0
Marie Melton	F	So	9	0	0	0	0.0000	1	2	0	0	0	0
Jillian Matoska	C	Fr	2	0	0	0	0.0000	1	2	0	0	0	0
Lea Jondal	G	So	21	0	0	0	0.0000	4	8	0	0	0	0
Lindsey Farmer	RW/C	So	9	0	0	0	0.0000	1	2	0	0	0	0
Aubrey Murphy	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Katie Hirsch	G	Jr	6	0	0	0	0.0000	0	0	0	0	0	0
Katie Herron	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
