Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kourtney Kunichika	F	So	30	20	25	45	1.5000	4	8	6	11	0	0
Kolbee McCrea	F	So	28	24	14	38	1.3571	23	46	6	10	0	1
Kim Schlattman	F	Jr	30	13	22	35	1.1667	11	22	5	7	2	0
Kristina Moss	D	Jr	30	7	27	34	1.1333	20	48	2	1	0	0
Ariane Yokoyama	F	Jr	30	3	27	30	1.0000	9	18	0	0	0	0
Tenecia Hiller	F	Jr	30	14	13	27	0.9000	21	42	1	5	0	1
Lindsay Grigg	F/D	Fr	30	8	14	22	0.7333	4	8	1	3	0	0
Morgan Scoyne	D	Fr	30	3	19	22	0.7333	9	18	1	1	0	0
Celeste Brown	F	Fr	25	12	9	21	0.8400	9	18	1	1	0	0
Danielle Read	D	Jr	30	4	14	18	0.6000	16	32	2	1	0	0
Erin Zach	F	So	27	6	8	14	0.5185	6	12	0	1	1	0
Julie Hall	F	Fr	23	6	7	13	0.5652	7	14	0	0	0	0
Emilee Bulleid	D	Fr	30	3	10	13	0.4333	12	24	0	0	0	0
Ali Hills	D	Sr	30	2	11	13	0.4333	2	4	1	0	0	0
Melissa Bromley	F	So	28	6	5	11	0.3929	6	15	0	2	0	0
Marissa Maugeri	F	Fr	29	5	5	10	0.3448	11	22	0	0	0	0
Megan Kobar	F	Sr	27	5	4	9	0.3333	5	13	1	1	0	0
Jamie Parhar	D/F	Sr	16	4	3	7	0.4375	1	2	1	0	0	0
Hannah Epstein	F	So	14	2	4	6	0.4286	3	6	0	1	0	0
Ellesha Fortuna	D/F	Jr	23	0	6	6	0.2609	4	8	0	0	0	0
Laura Chamberlain	G	So	19	0	0	0	0.0000	0	0	0	0	0	0
Carley King	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
Ali Binnington	G	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
