Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rebecca Vint	F	Jr	34	24	17	41	1.2059	24	48	7	6	4	0
Brittany Howard	F	Fr	34	17	24	41	1.2059	20	51	5	5	0	0
Thea Imbrogno	F	Sr	35	12	22	34	0.9714	5	10	0	8	0	0
Kristen Richards	F	Sr	35	7	19	26	0.7429	27	54	1	0	0	1
Anneline Lauziere	D	Sr	34	5	13	18	0.5294	5	10	1	4	0	0
Maeve Garvey	F	Fr	35	8	7	15	0.4286	5	10	2	1	0	0
Ashley Vesci	F	So	35	6	8	14	0.4000	7	14	1	0	0	1
Katie Fergus	F	Jr	35	6	7	13	0.3714	12	24	3	2	0	1
Kylie St. Louis	D	Sr	33	3	9	12	0.3636	24	59	1	0	2	2
Brandi Pollock	D	Sr	35	1	10	11	0.3143	12	24	0	0	0	0
Maddie Collias	F	Jr	33	1	7	8	0.2424	8	16	0	0	0	0
Mackenzie Johnston	F	Fr	33	3	3	6	0.1818	9	18	1	0	0	0
Kelsey Gunn	D	Jr	33	1	4	5	0.1515	5	10	1	0	0	0
Mikaela Lowater	D	Fr	33	0	5	5	0.1515	3	6	0	0	0	0
Anissa Gamble	F	So	30	3	1	4	0.1333	2	4	0	0	0	0
Katelyn Scott	F	Jr	34	2	2	4	0.1176	5	10	0	0	0	0
Erin Staniewski	D	Jr	30	0	3	3	0.1000	5	10	0	0	0	0
Rikki Meilleur	F	Fr	35	1	1	2	0.0571	1	2	1	0	0	0
Jessica Dodds	G	Fr	29	0	2	2	0.0690	0	0	0	0	0	0
Leah Carlson	D	So	9	0	0	0	0.0000	3	6	0	0	0	0
Megan Eady	D	So	8	0	0	0	0.0000	0	0	0	0	0	0
Courtney Vinet	G	Jr	7	0	0	0	0.0000	0	0	0	0	0	0
Tia Kipfer	F	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
