Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Molly Vitt	F	Sr	27	12	20	32	1.1852	9	18	3	6	0	1
Annmarie Cellino	F	Sr	27	12	18	30	1.1111	3	6	0	2	0	0
Maggie Melberg	F	Fr	27	13	12	25	0.9259	3	6	2	4	1	1
Heather McCormack	F	Jr	24	10	14	24	1.0000	8	16	2	3	1	0
Erika Nakamura	F	Sr	27	11	10	21	0.7778	6	12	0	3	1	0
Anna McNally	F	So	21	10	11	21	1.0000	2	4	3	4	1	0
Grace Waters	F	Fr	26	10	11	21	0.8077	3	6	2	5	0	0
Nora Bergman	F	So	28	6	15	21	0.7500	4	8	1	3	0	0
Randi Dumont	D	Sr	28	2	14	16	0.5714	19	38	0	1	0	0
Julia Ireland	F	So	24	8	6	14	0.5833	2	4	4	4	0	0
Ashley Bairos	F	Jr	19	5	8	13	0.6842	5	10	1	0	0	0
Heidi Woodworth	D	So	28	0	9	9	0.3214	12	24	0	0	0	0
Corey Cooper	F	Fr	23	3	5	8	0.3478	3	6	0	0	0	0
Haley MacKeen	F	Fr	19	2	5	7	0.3684	1	2	1	0	0	0
Marjie Billings	D	Jr	28	2	5	7	0.2500	12	24	1	1	0	0
Jamie Harisiades	F	Fr	19	1	3	4	0.2105	6	12	0	0	0	0
McKenzie Stevens	D	Fr	24	0	3	3	0.1250	6	12	0	0	0	0
Molly West	D	Jr	13	2	0	2	0.1538	5	10	0	0	0	0
Andrea Buono	D	So	25	1	1	2	0.0800	1	2	0	0	0	0
Maria Bourdeau	D	Fr	27	0	2	2	0.0741	7	14	0	0	0	0
Lani Wright	G	Jr	12	0	1	1	0.0833	0	0	0	0	0	0
Kristen Wilson	D	So	12	0	1	1	0.0833	1	2	0	0	0	0
Becca Shaw	G	Fr	2	0	0	0	0.0000	1	2	0	0	0	0
Alexi Bloom	G	So	16	0	0	0	0.0000	0	0	0	0	0	0
Jessica Bennett	D	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Emma Lennon	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
