Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Isabel Waidacher	F	Fr	22	15	23	38	1.7273	7	14	4	6	0	0
Nina Waidacher	F	Jr	17	22	15	37	2.1765	13	26	1	9	0	1
Michelle Fischer	F	Sr	26	4	23	27	1.0385	2	4	0	0	0	0
Alex Blair	D	Jr	26	1	20	21	0.8077	10	20	0	1	0	0
Monika Waidacher	F	Sr	26	9	5	14	0.5385	5	10	3	4	0	0
Nikki Logergren	F	So	26	10	3	13	0.5000	13	26	2	5	0	0
Taylor Guzzo	F	So	26	4	9	13	0.5000	3	6	0	0	0	0
Briana Stephens	F	Sr	26	6	5	11	0.4231	2	4	1	0	1	0
Kaitlin Johnston	F	Jr	26	5	5	10	0.3846	5	10	0	4	0	0
Michelle Rebeck	F	Sr	26	4	6	10	0.3846	6	12	0	0	0	1
Briget Cojocar	F	Sr	26	3	7	10	0.3846	2	4	0	3	0	0
Sierra Hanowski	F	Fr	24	4	5	9	0.3750	1	2	2	1	0	0
Ivy Smith	D	Fr	26	2	7	9	0.3462	4	8	0	0	0	0
Cara McMannis	F	Sr	26	2	7	9	0.3462	2	4	1	0	1	0
Jana Henry	D	Sr	26	1	2	3	0.1154	9	18	1	0	0	0
Kelly Ahlgren	D	So	26	0	3	3	0.1154	6	12	0	0	0	0
Madison Smith	D	Fr	25	1	1	2	0.0800	2	4	0	0	0	0
Brenna Smith	D	Fr	23	0	2	2	0.0870	2	4	0	0	0	0
Libby-Jean Hay	D	Fr	13	0	0	0	0.0000	1	2	0	0	0	0
Sheridan Friesen	G	Jr	7	0	0	0	0.0000	0	0	0	0	0	0
Lindsey Hartfiel	G	Fr	21	0	0	0	0.0000	0	0	0	0	0	0
