Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Trisha Powers	F	Sr	34	16	21	37	1.0882	3	2	0	1
Amanda Sargeant	F	Jr	36	14	21	35	0.9722	1	4	0	0
Gina Kingsbury	F	So	21	19	12	31	1.4762	4	6	1	0
Shannon Smith	F	Jr	36	12	14	26	0.7222	4	4	0	0
Rebecca Russell	F	Fr	32	4	18	22	0.6875	3	0	0	0
Meghan Maguire	D	Sr	36	3	19	22	0.6111	1	1	0	0
Rickie-Lee Doyle	F	Fr	36	8	10	18	0.5000	0	3	0	0
Chera Marshall	F	Jr	35	7	11	18	0.5143	1	2	0	0
Sara Simard	F	So	29	5	10	15	0.5172	0	1	0	0
Whitney Carbone	F	Fr	33	3	10	13	0.3939	0	0	1	0
Colleen Coakley	D	Sr	36	5	7	12	0.3333	2	2	0	0
Kelly Sage	D	Jr	23	1	9	10	0.4348	0	0	0	0
Jessica Wilson	F	Sr	30	4	4	8	0.2667	0	0	0	0
Lindsay Charlebois	D	So	36	2	6	8	0.2222	0	0	0	0
Vicky Hauck	F	Jr	33	5	2	7	0.2121	2	0	0	0
Suzanne Fiacco	F	Sr	34	4	3	7	0.2059	1	2	0	0
Christin Powers	F	Fr	32	3	4	7	0.2188	0	0	0	0
Jessica Knapp	D	Jr	34	1	3	4	0.1176	0	0	0	0
Amy Hewitt	D	Jr	28	0	3	3	0.1071	0	0	0	0
Amy Bombay	F	Fr	8	1	0	1	0.1250	0	0	0	0
Rachel Barrie	G	So	34	0	0	0	0.0000	0	0	0	0
Lea Armendariz	G	Fr	3	0	0	0	0.0000	0	0	0	0
Dana Hasson	F	So	6	0	0	0	0.0000	0	0	0	0
Casey Peterson	F	Jr	5	0	0	0	0.0000	0	0	0	0
Barat Wolfe	D	So	15	0	0	0	0.0000	0	0	0	0
