Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Hilary Johnson	F	So	32	11	8	19	0.5938	1	1	0	0
Lindsey Tilbury	F/D	So	34	10	7	17	0.5000	1	3	0	1
Marla Straight	F	Fr	33	3	5	8	0.2424	1	0	0	0
Jenny Hogan	F	Fr	28	1	6	7	0.2500	0	0	0	0
Kattie Anderson	F	Fr	33	3	3	6	0.1818	0	1	0	0
Jackie Duerr	F	Jr	34	2	4	6	0.1765	0	1	0	1
Kate Hudspeth	F	So	34	4	1	5	0.1471	1	0	0	0
Abbey Kaknes	F	So	34	3	2	5	0.1471	0	0	0	0
Caitlin Barnes	D	So	34	1	4	5	0.1471	0	0	0	0
Jessie Benoit	F	Fr	33	2	2	4	0.1212	0	1	0	0
Katie Gannon	F	Sr	32	1	3	4	0.1250	0	0	0	0
Ashley Keane	D	Fr	34	2	1	3	0.0882	1	1	1	0
Becky Daley	D	Sr	34	1	2	3	0.0882	0	1	0	0
Kristen Norris	F	Fr	34	1	1	2	0.0588	0	0	0	0
Jamie Jensen	D	Fr	5	1	1	2	0.4000	0	0	0	0
Gabe Worzella	F	Fr	33	1	0	1	0.0303	1	0	0	0
Ashleigh Hochbrunn	D	Jr	31	0	1	1	0.0323	0	0	0	0
Kami Cote	G	Jr	34	0	1	1	0.0294	0	0	0	0
Missy Tracy	D	Sr	33	0	1	1	0.0303	0	0	0	0
Kristin Ford	D	Fr	34	0	0	0	0.0000	0	0	0	0
Katelyn Nichols	G	Fr	6	0	0	0	0.0000	0	0	0	0
