Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jeni Creary	W	So	36	23	14	37	1.0278	5	9	0	0
Jana Harrigan	F	Fr	37	13	15	28	0.7568	1	4	0	0
Jennifer Desson	C	So	36	11	15	26	0.7222	1	5	1	0
Emma Laaksonen	D	Jr	31	6	15	21	0.6774	0	2	0	0
Meaghan Mulvaney	W	So	35	7	11	18	0.5143	0	0	0	0
Shana Frost	RW	Sr	37	8	7	15	0.4054	1	3	0	0
Emily Hudak	D	Sr	37	0	15	15	0.4054	0	0	0	0
Heather Farrell	W	Jr	36	6	5	11	0.3056	0	1	0	0
Erin O'Grady	C	Jr	37	3	8	11	0.2973	1	0	1	0
Jeanne Chapple	C	Jr	36	4	6	10	0.2778	2	2	0	0
Crystal Sayther	C	Fr	36	3	4	7	0.1944	0	0	0	0
Jaclyn Haines	D	So	35	0	7	7	0.2000	0	0	0	0
Lindsey Steblen	D	Sr	36	1	2	3	0.0833	1	0	0	0
Katie Frohreich	D	Sr	37	0	3	3	0.0811	0	0	0	0
Katie Sershen	D	Fr	37	0	3	3	0.0811	0	0	0	0
Melissa Pirie	F	Sr	37	2	0	2	0.0541	0	0	0	0
Christine Patno	D	Sr	37	1	0	1	0.0270	0	0	0	0
April Stojak	G	Sr	28	0	0	0	0.0000	0	0	0	0
Lindsey Ogren	LW	Sr	36	0	0	0	0.0000	0	0	0	0
Carrie Gill	D	Sr	8	0	0	0	0.0000	0	0	0	0
Natalie Lamme	G	So	12	0	0	0	0.0000	0	0	0	0
Monica Kolb	D	So	8	0	0	0	0.0000	0	0	0	0
