Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Macey Thomas	F	Sr	26	7	6	13	0.5000	3	6	1	3	1	0
Fernanda Saavedra	F	Jr	23	2	10	12	0.5217	9	18	0	0	0	0
Amanda Kempainen	F	So	25	5	3	8	0.3200	3	6	0	1	0	0
Erin Dwyer	F	Fr	25	4	4	8	0.3200	3	6	0	1	0	0
Emily Loebs	D	So	25	3	5	8	0.3200	15	30	0	1	0	0
Sarah Bagley	F	Fr	23	1	4	5	0.2174	5	10	0	0	0	0
Mary Liz Pinnella	F	Sr	21	3	0	3	0.1429	3	6	0	0	0	0
Lauren Cuculino	D	Fr	24	2	1	3	0.1250	5	13	0	0	0	0
Maire Bartkus	D	Jr	20	1	2	3	0.1500	6	12	1	0	0	0
Carolyn Avery	F	Fr	14	1	2	3	0.2143	1	2	0	0	0	1
Naomi Major	D	So	17	2	0	2	0.1176	0	0	0	0	0	0
Olivia Collins	D	Sr	26	1	1	2	0.0769	3	6	0	1	0	0
Caitie Shea	F	So	20	1	1	2	0.1000	4	8	1	0	0	0
Kristen Spulecki	F	Jr	20	1	1	2	0.1000	5	10	0	1	0	0
Kayla Kee	D	Fr	26	0	2	2	0.0769	7	14	0	0	0	0
Athena Akiki	D	Fr	21	0	1	1	0.0476	4	8	0	0	0	0
Tina Frasca	G	Fr	13	0	1	1	0.0769	0	0	0	0	0	0
Tracy Stevenson	F	Sr	21	0	0	0	0.0000	4	8	0	0	0	0
Amy Haggerty	F	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Abby Burke	G	Fr	12	0	0	0	0.0000	1	2	0	0	0	0
Tori Dinger	F	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Sarah Guarente	F	Fr	1	0	0	0	0.0000	1	2	0	0	0	0
Allie Shea	F	So	10	0	0	0	0.0000	0	0	0	0	0	0
Erica Ragazzo	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Kaly Spilhaus	F	So	10	0	0	0	0.0000	0	0	0	0	0	0
Courtney Burnett	F	Sr	13	0	0	0	0.0000	2	4	0	0	0	0
Tori Hubbard	F	Fr	16	0	0	0	0.0000	1	2	0	0	0	0
Shannon Rice	F	Jr	12	0	0	0	0.0000	1	2	0	0	0	0
Meaghan Leong	G	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Taylor Teixeira	F	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Lauren Sullivan	D	Fr	13	0	0	0	0.0000	0	0	0	0	0	0
