Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Scarpato	F	Jr	25	12	16	28	1.1200	6	12	0	2	0	0
Marissa Simmons	F	So	25	13	6	19	0.7600	5	10	1	7	0	0
Kaitlyn Conway	F	Sr	25	5	10	15	0.6000	6	12	0	0	1	0
Liz Osgood	F	Jr	16	5	9	14	0.8750	3	6	0	1	0	0
Kathryn Shei	D	Fr	25	1	7	8	0.3200	7	14	1	1	0	0
Meghan Tedoldi	D	Fr	22	4	2	6	0.2727	9	18	1	2	0	0
Tasha Rivard	F	Fr	12	3	2	5	0.4167	4	8	0	1	0	0
Caroline Chessare	D	Fr	25	1	3	4	0.1600	15	30	0	0	0	0
Elissa Kurtz	F	Jr	25	0	4	4	0.1600	8	16	0	0	0	0
Allyson Kane	D	Fr	23	3	0	3	0.1304	3	6	0	1	0	0
Alexandra Essman	F	Jr	25	1	1	2	0.0800	5	10	0	0	0	0
Tatiana Kowalewski	D	Sr	21	0	2	2	0.0952	6	12	0	0	0	0
Sydney Campbell	F	Fr	23	0	2	2	0.0870	7	14	0	0	0	0
Connie Jangro	F	Fr	25	0	1	1	0.0400	1	2	0	0	0	0
Andrea Fuwa	D	Sr	24	0	0	0	0.0000	6	12	0	0	0	0
Meredith Reynolds	F	Fr	25	0	0	0	0.0000	3	6	0	0	0	0
Danielle Dellarco	D	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Filomania Falcucci	G	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Hannah O'Brien	F	So	25	0	0	0	0.0000	0	0	0	0	0	0
Loni Pisani	G	Jr	20	0	0	0	0.0000	1	2	0	0	0	0
Justine Seraganian	F	Fr	24	0	0	0	0.0000	1	2	0	0	0	0
Brittany Hughes	D	So	16	0	0	0	0.0000	0	0	0	0	0	0
Meryl Poulin	F	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
