Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cherie Piper	F	Jr	28	23	37	60	2.1429	6	10	0	0
Katie Weatherston	F	Jr	31	38	15	53	1.7097	6	15	3	0
Tiffany Hagge	F	Jr	33	27	21	48	1.4545	5	11	0	2
Gillian Apps	F	Jr	29	16	26	42	1.4483	2	4	2	0
Meagan Walton	F	Sr	33	11	29	40	1.2121	2	7	0	0
Cheryl Muranko	F	Jr	29	9	17	26	0.8966	1	3	1	0
Alana BreMiller	D	Sr	35	2	20	22	0.6286	0	0	0	0
Caroline Ethier	F	So	33	11	7	18	0.5455	3	1	0	0
Kirsti Anderson	D	Sr	31	1	17	18	0.5806	0	0	0	0
Krista Dornfried	F	Sr	34	6	5	11	0.3235	1	1	0	0
Nicole Ruta	F	Fr	35	5	6	11	0.3143	0	1	0	0
Carrie Thompson	F	Fr	35	2	9	11	0.3143	1	1	0	0
Amy Cobb	D	Fr	35	1	7	8	0.2286	0	0	0	0
Meredith Batcheller	F/D	So	35	3	4	7	0.2000	0	1	0	0
Emily Nerland	D	Jr	33	0	4	4	0.1212	0	0	0	0
Kate Lane	G	Jr	21	0	1	1	0.0476	0	0	0	0
Christine Capuano	G	So	14	0	1	1	0.0714	0	0	0	0
