Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kelli Halcisak	D	Jr	36	14	31	45	1.2500	2	2	1	1
Rush Zimmerman	F	So	36	20	20	40	1.1111	4	10	0	0
Jenn Butsch	F	Sr	36	17	18	35	0.9722	2	7	0	1
Ashley Payton	F	So	36	12	23	35	0.9722	3	5	0	0
Darlene Stephenson	F	Jr	33	18	12	30	0.9091	3	6	3	0
Danielle Culgin	F	Sr	36	10	14	24	0.6667	2	3	0	0
Meredith Roth	D	Jr	36	3	18	21	0.5833	0	1	0	0
Hilary Greaves	F	So	32	10	9	19	0.5938	4	4	0	0
Melanie Ruzzi	F	Sr	36	3	12	15	0.4167	0	1	0	1
Katelynn Laffin	F	Fr	35	6	4	10	0.2857	1	3	0	0
Gretchen Gottwald	D	Fr	36	1	9	10	0.2778	0	0	0	0
Sarah Youlen	F	Jr	32	5	4	9	0.2813	1	0	1	0
Emily Gryp	D	So	36	2	6	8	0.2222	1	0	0	0
Danielle Bourgette	D	So	35	0	8	8	0.2286	0	0	0	0
Mara Amrhein	F/D	So	34	1	4	5	0.1471	0	0	0	0
Christina Redmond	F	So	32	3	0	3	0.0938	1	0	1	0
Amy Thomas	G	So	4	0	1	1	0.2500	0	0	0	0
Jana Bugden	G	Fr	31	0	0	0	0.0000	0	0	0	0
Melissa Smith	D	Fr	34	0	0	0	0.0000	0	0	0	0
Amy Quinlan	G	Jr	4	0	0	0	0.0000	0	0	0	0
