Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Stacy Anderson	F	So	26	18	18	36	1.3846	6	6	2	0
Jocelyn Cookson	F	Jr	24	18	11	29	1.2083	2	5	2	0
Lauren Chezick	F	Sr	26	8	16	24	0.9231	1	1	0	0
Melynda Kleewein	D	Sr	26	2	21	23	0.8846	1	0	0	0
Carrie Velenchenko	F	Sr	26	7	6	13	0.5000	0	1	0	0
Laura Prasek	D	Sr	26	6	4	10	0.3846	2	5	0	0
Britt Pennington	D	So	25	4	5	9	0.3600	1	2	1	1
Corrie Krzyska	F	Sr	26	4	3	7	0.2692	0	2	0	0
Jenny Schmidt	F	Fr	26	3	3	6	0.2308	0	0	0	0
Brittney LeBlanc	D	Fr	26	1	5	6	0.2308	0	0	0	0
Jana Ford	F	Sr	26	2	2	4	0.1538	0	0	0	0
Jackie Keller	D	Fr	24	1	3	4	0.1667	0	0	0	0
Katie Medd	F	Fr	26	1	2	3	0.1154	0	0	0	0
Lenia Burrows	D	So	25	0	1	1	0.0400	0	0	0	0
Calla Lundquist	D	Jr	26	0	1	1	0.0385	0	0	0	0
Lexi Cismesia	G	Fr	1	0	0	0	0.0000	0	0	0	0
Amanda Dowdy	F	Fr	19	0	0	0	0.0000	0	0	0	0
Ashley Eisele	F	Fr	14	0	0	0	0.0000	0	0	0	0
Jena Kleis	G	Fr	5	0	0	0	0.0000	0	0	0	0
Jennilee Moe	F	Fr	25	0	0	0	0.0000	0	0	0	0
Jodi Heidelberger	F	So	1	0	0	0	0.0000	0	0	0	0
Katie Johnson	F	Fr	20	0	0	0	0.0000	0	0	0	0
Amanda Bockmann	G	Fr	17	0	0	0	0.0000	0	0	0	0
Kristin Johnson	G	Sr	8	0	0	0	0.0000	0	0	0	0
