Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Ariel DiPasquale	F	Sr	26	9	6	15	0.5769	7	14	1	2	1	0
Sam Schoeneberger	F	Sr	26	7	7	14	0.5385	7	14	3	1	0	0
Courtney Dumont	F	Jr	25	9	4	13	0.5200	2	4	4	1	1	0
Olivia Farrell	F	Jr	25	4	7	11	0.4400	11	22	0	1	0	0
Caroline Corbett	F	Sr	26	6	4	10	0.3846	7	14	2	1	2	0
Amanda Bogue	D	So	26	2	7	9	0.3462	17	34	0	1	0	0
Justina Germano	F	So	23	4	4	8	0.3478	6	12	1	0	1	1
Samantha Schuffenecker	F	Sr	24	4	4	8	0.3333	1	2	2	0	0	0
Shelley Moore	F	So	24	3	5	8	0.3333	3	6	0	0	0	0
Leigh Getz	D	So	26	1	6	7	0.2692	18	36	0	1	0	0
Molly Murphy	D	Sr	20	1	5	6	0.3000	5	10	0	0	0	0
Amelia Dineen	F	So	25	3	2	5	0.2000	14	28	0	2	0	0
Julia Rodricks	D	So	26	0	5	5	0.1923	5	10	0	0	0	0
Leah Kallen	D/F	Jr	26	3	1	4	0.1538	6	12	1	2	0	0
Marianne Brunet	F	Fr	21	0	2	2	0.0952	1	2	0	0	0	0
Victoria Pucci	D	Fr	11	0	2	2	0.1818	2	4	0	0	0	0
Alexa de la Guardia	F	So	24	1	0	1	0.0417	2	4	0	0	0	0
Jen Morgan	F	So	11	0	1	1	0.0909	5	10	0	0	0	0
Lee Tsairis	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Andrea McRae	D	Sr	19	0	0	0	0.0000	2	4	0	0	0	0
Amy Leichliter	G	Sr	8	0	0	0	0.0000	0	0	0	0	0	0
Kelsie Fralick	G	So	20	0	0	0	0.0000	0	0	0	0	0	0
Jill Dahrooge	F	Fr	25	0	0	0	0.0000	0	0	0	0	0	0
