Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Jacques	F	Jr	23	24	20	44	1.9130	9	4	1	0
Lindsay Kurtis	F	So	23	14	19	33	1.4348	1	2	0	0
Annie Knierim	F/D	Jr	23	17	11	28	1.2174	3	3	2	1
Jenai Estrada	D	So	23	5	8	13	0.5652	0	1	0	0
Sandra Ryden			23	3	8	11	0.4783	0	1	1	0
Lindsay Czarnecki	C	Fr	23	2	6	8	0.3478	0	0	0	0
Christine Kleven	F	Sr	23	6	1	7	0.3043	0	1	0	1
Kate Anderson	C	Jr	23	0	4	4	0.1739	0	0	0	0
Anna Grafstrom	C	Sr	23	0	4	4	0.1739	0	0	0	0
Charity Hartzell	D	So	23	0	3	3	0.1304	0	0	0	0
Jennie Berger	W	Jr	9	2	0	2	0.2222	0	0	1	0
Trish Hulse	D	Jr	23	0	2	2	0.0870	0	0	0	0
Kristi Stahl	W	Jr	23	0	2	2	0.0870	0	0	0	0
Missy Dassinger	F	Fr	21	0	1	1	0.0476	0	0	0	0
Teka Parks	F	So	1	0	0	0	0.0000	0	0	0	0
Jamie Savage	G	Fr	5	0	0	0	0.0000	0	0	0	0
Lyndi Bell	D	Fr	23	0	0	0	0.0000	0	0	0	0
Ann Edwards	F	So	9	0	0	0	0.0000	0	0	0	0
Anna Birgenheier	D	So	21	0	0	0	0.0000	0	0	0	0
Shyla Wilson	G	Jr	21	0	0	0	0.0000	0	0	0	0
