Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Suzie Connor	D	Sr	23	10	4	14	0.6087	1	1	1	0
Kristen Van Slyke	F	So	23	6	7	13	0.5652	1	2	1	0
Meaghan McLaughlin	F	Jr	23	6	6	12	0.5217	1	2	0	1
Jill Mauer	F	So	23	4	6	10	0.4348	0	0	1	1
Elizabeth Bennett	F	So	23	5	4	9	0.3913	0	1	0	0
Caroline Jeffery	D	Fr	23	4	3	7	0.3043	1	2	0	0
Laura Gosnell	D	Sr	23	1	5	6	0.2609	0	1	0	0
Susan Taylor	F	Fr	23	2	3	5	0.2174	0	0	0	0
Emily Mason	F/D	Fr	23	2	2	4	0.1739	2	0	0	0
Elinor Mason	D	So	23	1	3	4	0.1739	0	1	0	0
Mallory Littman	F	Sr	23	0	4	4	0.1739	0	0	0	0
Erin Wing	D	Sr	23	0	3	3	0.1304	0	0	0	0
Caitlin Sommer	F	Sr	23	2	0	2	0.0870	0	1	0	0
Kate Reardon	F	Sr	23	1	1	2	0.0870	0	0	1	0
Aly Ridgway	F	So	23	0	2	2	0.0870	0	0	0	0
Farrell Thayer	D	Fr	15	0	2	2	0.1333	0	0	0	0
Helen Sullivan	F	So	23	0	0	0	0.0000	0	0	0	0
Jen Bogle	F/D	Jr	23	0	0	0	0.0000	0	0	0	0
Gabby Petrill	G	Sr	18	0	0	0	0.0000	0	0	0	0
Lauren Mellen	G	Fr	9	0	0	0	0.0000	0	0	0	0
