Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Emily Lester	F	Jr	28	16	13	29	1.0357	4	8	4	4	1	0
Katherine Nejedlo	F	Jr	28	10	18	28	1.0000	5	10	5	3	1	0
Ali Biagini	F	Fr	28	13	7	20	0.7143	16	43	3	3	0	0
Megan Menotti	D	Sr	27	8	11	19	0.7037	31	87	0	4	0	0
Meredith Ingbretson	F	So	28	5	14	19	0.6786	16	32	2	1	0	0
Betsy Anderson	D	Jr	28	5	12	17	0.6071	13	26	0	3	1	1
Rachel Reynard	F	Jr	25	7	9	16	0.6400	17	34	1	1	0	0
Shauna Bollinger	F	Jr	28	8	4	12	0.4286	8	16	2	2	0	0
Nicole Schaub	D	Sr	27	1	11	12	0.4444	3	6	0	0	0	0
Lexi Englund	F/D	Fr	28	6	4	10	0.3571	7	14	0	0	0	0
Hannah Smith	F	Sr	28	5	4	9	0.3214	2	4	1	0	1	0
Ellie Punnett	D	Fr	28	0	5	5	0.1786	16	32	0	0	0	0
Jamie Ertl	F	So	28	1	2	3	0.1071	4	8	0	0	0	0
Maddie Schlossmacher	F	Fr	28	0	2	2	0.0714	1	2	0	0	0	0
Hailey Rock	F	Jr	28	0	1	1	0.0357	3	6	0	0	0	0
Lisa Fowle	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Sierra Winter	F	Fr	27	0	0	0	0.0000	1	2	0	0	0	0
Janna Beilke-Skoug	G	Sr	28	0	0	0	0.0000	2	4	0	0	0	0
Sydney Sanford	F	Fr	28	0	0	0	0.0000	0	0	0	0	0	0
Emma Ray	D	Fr	28	0	0	0	0.0000	0	0	0	0	0	0
