Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Siera Hache	F	Sr	19	5	2	7	0.3684	8	16	0	0	0	0
Lindsey Jackman	D	Fr	22	2	5	7	0.3182	17	34	1	1	0	0
Alena Fiala	F	Fr	22	3	3	6	0.2727	8	16	0	2	0	0
Jena Kosley	F	Fr	22	1	5	6	0.2727	8	16	0	0	0	0
Theresa Wolf	F	Fr	22	1	5	6	0.2727	2	4	0	0	0	0
Sommer O'Shaughnessy	D	Jr	22	1	5	6	0.2727	12	24	0	1	0	0
Brock Nelsen	F	Fr	22	2	2	4	0.1818	8	16	0	0	0	0
Alexandra Chutskoff	F	Jr	22	1	2	3	0.1364	2	4	0	0	0	0
Kimberly Harter	F	Fr	22	2	0	2	0.0909	8	16	0	1	1	0
Elizaveta Monakhova	F	Sr	22	1	1	2	0.0909	0	0	0	0	0	0
Sara Martin	F	Fr	22	1	1	2	0.0909	10	20	0	0	0	0
Abby Gallaher	F	So	22	1	1	2	0.0909	1	2	0	0	0	0
Sierra Rusinek	F	So	8	1	1	2	0.2500	5	18	0	0	0	0
Brittany Coleman	F	Jr	15	1	1	2	0.1333	7	25	0	1	0	0
Rachel Kinnunen	D	Fr	15	0	2	2	0.1333	6	12	0	0	0	0
Bailey Raffaelli	F	Fr	22	1	0	1	0.0455	1	2	0	0	0	0
Megan Malwitz	F	Sr	22	0	1	1	0.0455	9	18	0	0	0	0
Breanna Merriam	G	Fr	11	0	0	0	0.0000	1	2	0	0	0	0
Taylor Gustafson	G	So	8	0	0	0	0.0000	0	0	0	0	0	0
Casey Schwartz	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Breanna Hynes	G	Jr	6	0	0	0	0.0000	0	0	0	0	0	0
