Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kristin Lewicki	F	So	26	12	25	37	1.4231	0	0	3	5	3	0
Kelsey Kusch	F	Sr	25	20	16	36	1.4400	2	4	4	9	0	0
Logan Taylor	F	Jr	26	15	16	31	1.1923	18	36	5	6	0	1
Kaylyn Schroka	F	So	26	14	14	28	1.0769	5	10	1	4	1	0
Devyn Fitzhenry	F	Jr	23	8	13	21	0.9130	5	10	2	2	0	0
Hannah McGowan	F	Sr	23	9	11	20	0.8696	10	31	3	1	0	0
Michelle Jones	F	Jr	26	6	13	19	0.7308	16	32	1	3	1	1
Sydney Smith	D	So	26	2	14	16	0.6154	11	22	0	2	0	0
Sarah Shureb	F	So	24	3	10	13	0.5417	3	6	0	1	0	0
Courtney Millar	D	Sr	26	3	10	13	0.5000	23	46	0	0	0	1
Lexie Tzafaroglou	D	So	26	1	11	12	0.4615	6	12	0	1	0	0
Jessica Killingback	F	Fr	4	3	4	7	1.7500	3	6	0	0	0	0
Audrey Noles	D	Jr	26	1	3	4	0.1538	9	18	0	1	0	0
Kristi Zink	D	Fr	26	0	4	4	0.1538	8	16	0	0	0	0
Bailey Robertson	F	So	21	0	4	4	0.1905	0	0	0	0	0	0
Rose Krasofsky	F	Fr	24	3	0	3	0.1250	5	10	1	0	0	0
Abby Kibler	F	Jr	16	1	2	3	0.1875	3	6	0	0	0	0
Sydney Dobbin	D	So	9	0	2	2	0.2222	4	8	0	0	0	0
Courtney Tyll	F	So	23	1	0	1	0.0435	0	0	0	0	0	0
Kelsey Dupuis	D	Sr	21	0	1	1	0.0476	1	2	0	0	0	0
Jade Walsh	G	So	26	0	1	1	0.0385	3	6	0	0	0	0
McKenzie Carey	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Emily Duncan	F	So	14	0	0	0	0.0000	1	2	0	0	0	0
Amanda Anderson	D	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Brooke Gibson	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
