Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Molly Wasserman	F	So	26	35	16	51	1.9615	5	9	2	1
Victoria Scott	F	So	24	12	25	37	1.5417	2	3	1	0
Annie Snodgrass	F	Fr	26	11	16	27	1.0385	2	6	0	0
Gigi Stender	F	Fr	26	9	9	18	0.6923	0	1	0	0
Wendy Stone	D	Fr	26	5	10	15	0.5769	0	0	0	0
Karen Thome	D	Jr	17	4	10	14	0.8235	2	2	0	0
Julia Karoly	F	Jr	26	7	6	13	0.5000	0	2	0	0
Amanda Weber	F	Sr	26	4	7	11	0.4231	0	0	0	0
Bonnie Lui	F	So	22	3	6	9	0.4091	0	0	0	0
Sophia de la Barra	F	Sr	26	6	2	8	0.3077	0	1	0	0
Caitlin Bowler	F	Sr	26	2	6	8	0.3077	0	0	0	0
Meghan Bullock	D	Jr	26	0	7	7	0.2692	0	0	0	0
Liz Toomey	F	Jr	26	3	3	6	0.2308	0	0	0	0
Liz Hodgman	D	Fr	26	1	4	5	0.1923	1	0	0	0
Lisa Haney	F	Jr	25	2	2	4	0.1600	1	0	0	0
Meara Ryan	F	Fr	26	2	2	4	0.1538	2	0	0	0
Hillary Weinblatt	D	Sr	26	0	2	2	0.0769	0	0	0	0
Monelle Quevillon	G	Jr	2	0	1	1	0.5000	0	0	0	0
Fern Senior	G	So	14	0	0	0	0.0000	0	0	0	0
Anna McIntosh	G	Sr	15	0	0	0	0.0000	0	0	0	0
