Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Krissy Langley	D	Jr	30	1	12	13	0.4333	0	1	0	0
Emily McGrath-Agg	F	Fr	30	6	5	11	0.3667	1	1	0	0
Katie Jones	F	Jr	29	5	6	11	0.3793	2	0	0	0
Heidi Burns	F	So	29	5	6	11	0.3793	1	1	1	0
Kelly Zamora	C	So	29	4	7	11	0.3793	0	0	0	0
Kim Spaulding	F	Jr	30	5	5	10	0.3333	2	1	0	1
Cheryl Anderson	F	So	29	4	5	9	0.3103	0	0	0	0
Jessica Snelgrove	F	Fr	30	5	3	8	0.2667	1	2	1	0
Jessica Haydahl	F	Fr	30	5	2	7	0.2333	1	0	0	0
Joanie Denby	D	Jr	30	2	4	6	0.2000	0	0	0	0
Rachael Benninger	D	Fr	30	3	2	5	0.1667	1	3	0	0
Kristi Thome	D	Fr	30	3	1	4	0.1333	0	0	0	0
Laurie Petchar	F	Jr	29	1	3	4	0.1379	0	0	0	0
Naomi Kupferstein	F	Fr	19	3	0	3	0.1579	0	0	0	0
Kelly Meech	D	Jr	30	0	3	3	0.1000	0	0	0	0
Melissa Wenzel	D	Jr	14	1	0	1	0.0714	1	0	0	0
Brooke Sharrard	F	So	17	0	1	1	0.0588	0	0	0	0
Brooke Needer	F	Jr	27	0	1	1	0.0370	0	0	0	0
Katrina Hodgeson	G	Fr	2	0	0	0	0.0000	0	0	0	0
Kristina Putek	G	Fr	1	0	0	0	0.0000	0	0	0	0
Lindsey Akers	F	Jr	16	0	0	0	0.0000	0	0	0	0
Tina Thibideau	G	So	7	0	0	0	0.0000	0	0	0	0
Peyton Patterson	D	Fr	30	0	0	0	0.0000	0	0	0	0
Kristina Sanfilippo	D	Sr	1	0	0	0	0.0000	0	0	0	0
Anna VanderMarliere	G	Jr	23	0	0	0	0.0000	0	0	0	0
Amie Hickerty	F	So	1	0	0	0	0.0000	0	0	0	0
