Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Valerie Hall	F	Jr	34	24	20	44	1.2941	5	11	0	0
Brooke Bradburn	F	Sr	30	14	26	40	1.3333	2	4	3	0
Teresa Marchese	F	Fr	36	18	21	39	1.0833	5	6	0	0
Candice Ceelen	F	Jr	34	14	15	29	0.8529	2	2	1	0
Candice Moxley	F	Fr	33	5	11	16	0.4848	1	0	0	0
Linda Groff	D	Jr	36	3	12	15	0.4167	0	0	0	0
Bradi Cochrane	D	So	36	3	12	15	0.4167	1	2	0	0
Amanda Reid	F	Sr	35	5	9	14	0.4000	0	0	0	0
Barbara Prall	D	Sr	36	1	13	14	0.3889	0	1	0	0
Jennifer Goulet	F	So	36	6	5	11	0.3056	2	0	0	0
Melissa Hamilton	F	Jr	34	6	5	11	0.3235	1	1	0	0
Lindsay Vine	F	So	36	5	5	10	0.2778	2	1	0	0
Stephanie Romain	F	Sr	34	6	2	8	0.2353	2	0	1	0
Dawn Macauley	D	So	34	3	5	8	0.2353	2	1	0	0
Amber Maly	F	Jr	32	1	5	6	0.1875	0	0	0	0
Ann McLellan	D	Fr	35	2	3	5	0.1429	1	0	0	0
Christine Brownlee	D	Fr	36	0	5	5	0.1389	0	0	0	0
Allison Coomey	F	Sr	33	1	3	4	0.1212	0	0	0	0
Sara Puryear	F	Jr	9	1	1	2	0.2222	0	0	0	0
Gretel Reich	D	Sr	4	0	2	2	0.5000	0	0	0	0
Allisa Coomey	F	Sr	4	0	1	1	0.2500	0	0	0	0
Tania Pinelli	G	Sr	36	0	0	0	0.0000	0	0	0	0
Jennifer Mascaro	G	So	6	0	0	0	0.0000	0	0	0	0
Melissa Tracy	D	So	8	0	0	0	0.0000	0	0	0	0
Jody Katz	D	Sr	1	0	0	0	0.0000	0	0	0	0
