Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
McKenzie Haskins	F	Sr	25	7	9	16	0.6400	28	56	2	2	1	0
Kasandra Petersen	D/G	Jr	25	6	10	16	0.6400	8	16	1	2	1	0
Erika Martin	F	Sr	25	6	8	14	0.5600	8	16	1	3	0	0
Cassidy Colhoun	F	Jr	25	9	4	13	0.5200	3	6	1	2	1	0
Michelle Jones	F	So	21	7	6	13	0.6190	12	24	0	0	0	0
Kristina Block	F	So	23	6	7	13	0.5652	3	6	1	1	2	0
Jillian Rowland	D	So	25	2	5	7	0.2800	20	40	0	0	0	0
Kaitlyn Perrins	D	Sr	20	2	5	7	0.3500	12	24	0	1	0	0
Holly Ackerman	F	Fr	25	1	6	7	0.2800	3	6	0	0	0	0
Kirajean Frost	F	So	25	3	3	6	0.2400	4	8	0	1	0	0
Marissa Janiga	F/G	Jr	25	4	1	5	0.2000	4	8	0	0	0	0
Jenny Jones	F	Sr	13	2	3	5	0.3846	2	4	0	0	0	0
Lyndsey Gallaway	D	Jr	25	0	4	4	0.1600	15	41	0	0	0	0
Kaleigh Mace	F	Fr	21	1	0	1	0.0476	0	0	1	0	0	0
Cassandra Gray	D	Fr	25	0	1	1	0.0400	5	10	0	0	0	0
Emma McFarlane	D	Jr	11	0	1	1	0.0909	2	4	0	0	0	0
Lauren Singer	F	Fr	25	0	1	1	0.0400	1	2	0	0	0	0
Tara Riley	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Sydney Isbell	G	Jr	20	0	0	0	0.0000	0	0	0	0	0	0
