Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jordan Schildhaus	F	Sr	23	13	10	23	1.0000	2	4	2	1	0	0
Cara Jankowski	F	Sr	23	8	9	17	0.7391	3	6	0	2	0	0
Ellery Sarosi	F	So	23	6	7	13	0.5652	3	6	1	4	0	0
Laura Wasnick	D	Sr	22	1	6	7	0.3182	3	6	0	1	0	0
Mackenzie McPike	F	Sr	23	5	0	5	0.2174	1	2	2	0	0	0
Jessica Brennan	F	So	23	3	2	5	0.2174	6	12	0	2	0	0
Laura Mead	F	Jr	22	3	2	5	0.2273	5	10	1	0	0	0
Lottie Barton	D	Jr	23	1	3	4	0.1739	8	16	0	0	0	0
Abigail Rutt	D	So	23	1	3	4	0.1739	18	36	0	1	0	0
Alex Horton	F	Fr	17	2	1	3	0.1765	0	0	0	0	0	0
Cici Frattasio	F	Fr	22	0	3	3	0.1364	2	4	0	0	0	0
Lilah Fones	F	Sr	20	1	1	2	0.1000	5	10	1	0	0	0
Mackey Hemphill	F	Sr	9	0	2	2	0.2222	3	6	0	0	0	0
Rachel Aronow	F	So	22	0	2	2	0.0909	2	4	0	0	0	0
Madeline Carroll	D	So	23	0	2	2	0.0870	2	4	0	0	0	0
Jenny Robinson	F	Jr	20	1	0	1	0.0500	2	4	1	0	0	0
Hannah Jellinek	F	Sr	23	0	1	1	0.0435	2	4	0	0	0	0
Samantha Curran	D	So	18	0	1	1	0.0556	1	2	0	0	0	0
Hailey Sholty	F	So	2	0	0	0	0.0000	0	0	0	0	0	0
Corinne Rivard	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
Maddie Nash	F	Fr	2	0	0	0	0.0000	1	2	0	0	0	0
Caitlin Bray	D	Sr	20	0	0	0	0.0000	1	2	0	0	0	0
Alicia White	F	Sr	11	0	0	0	0.0000	2	4	0	0	0	0
Laura Corcoran	G	Jr	7	0	0	0	0.0000	0	0	0	0	0	0
