Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Marisa Roth	F	Jr	25	4	7	11	0.4400	16	32	0	1	0	0
Mackenzie Meegan	F	Fr	23	3	7	10	0.4348	7	14	0	3	0	0
Alexis Fitzpatrick	F	Sr	24	4	4	8	0.3333	11	30	0	3	0	0
Kristin Dehm	F	Sr	26	3	4	7	0.2692	4	8	1	1	0	0
Kellie McLean	F	So	26	6	0	6	0.2308	6	12	1	2	0	0
Aubrey Fischer	F	Jr	25	2	3	5	0.2000	6	12	0	1	0	0
Megan Servaes	F	Fr	26	0	5	5	0.1923	14	36	0	0	0	0
Morgan Braniff	F	So	20	3	1	4	0.2000	4	8	0	2	0	0
Lindsey Stewart	F	So	26	0	4	4	0.1538	11	22	0	0	0	0
Ashley Bonner	F	Jr	26	2	1	3	0.1154	3	6	0	0	1	1
Tori Polehonka	D	Fr	26	2	1	3	0.1154	15	44	0	0	0	0
Jamie Tabb	D	Sr	26	2	1	3	0.1154	39	78	1	1	0	0
Andrea St. Onge	D	So	26	1	2	3	0.1154	9	18	0	0	1	0
Demi Latham	D	Fr	26	2	0	2	0.0769	16	32	0	0	0	0
Alexis Severance	F	Fr	23	1	1	2	0.0870	2	4	0	0	0	0
Annie Griswold	F	So	17	0	2	2	0.1176	1	2	0	0	0	0
Lauren Hopps	G	Jr	23	0	1	1	0.0435	1	2	0	0	0	0
Taylor Rossicone	F	Fr	19	0	1	1	0.0526	5	10	0	0	0	0
Arielle Mazzola	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Kelly Metz	G	Sr	8	0	0	0	0.0000	0	0	0	0	0	0
