Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsay O'Keefe	F	Sr	27	8	13	21	0.7778	1	2	0	0
Jenny Wallace	D	Jr	27	8	11	19	0.7037	2	3	0	0
Lou Paulson	F	Sr	26	11	6	17	0.6538	1	5	0	0
Kelly Jensen	F	So	27	10	7	17	0.6296	3	1	0	1
Jenna Scanlon	F	So	27	13	3	16	0.5926	2	2	0	0
Leah Baron	F	Sr	27	8	6	14	0.5185	1	3	0	0
Sara Halseth	F	Fr	26	4	10	14	0.5385	1	1	0	0
Kristen Juven	F	So	27	5	8	13	0.4815	1	2	0	1
Leigh Landgraf	D	Fr	25	3	9	12	0.4800	0	1	0	0
Kelly Hurley	F	Jr	15	6	1	7	0.4667	1	0	0	0
Renae Bergh	D	So	25	1	4	5	0.2000	0	0	0	0
Jessie Dyslin	D	Fr	27	0	5	5	0.1852	0	0	0	0
Kacie Anderson	D	So	27	0	5	5	0.1852	0	0	0	0
Kelli Dahle	D	Fr	26	1	2	3	0.1154	1	0	0	0
Amy Bruggeman	F	So	10	0	2	2	0.2000	0	0	0	0
Amy Hasbargen	F	Fr	24	1	0	1	0.0417	0	0	0	0
Ashley Anderson	F	So	22	0	1	1	0.0455	0	0	0	0
Kelly Snedeker	F	So	17	0	1	1	0.0588	0	0	0	0
Molly Buehner	F	Jr	26	0	1	1	0.0385	0	0	0	0
Katie Kantrud	G	Fr	3	0	0	0	0.0000	0	0	0	0
Emily Nierenhausen	D	Jr	4	0	0	0	0.0000	0	0	0	0
Kim Grafstrom	G	Fr	3	0	0	0	0.0000	0	0	0	0
Amber Lindner	G	Jr	22	0	0	0	0.0000	0	0	0	0
Mandi Mohwinkel	G	So	7	0	0	0	0.0000	0	0	0	0
