Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Courtney Caulfield	F	Fr	18	12	9	21	1.1667	2	4	0	0
Meaghen Toland	F	Fr	21	9	9	18	0.8571	0	1	1	1
Jennifer Murray	D	Fr	21	6	5	11	0.5238	1	1	0	0
Danielle Darisse	F	Fr	17	3	6	9	0.5294	0	0	0	0
Jennifer Caffrey	F	Sr	21	1	3	4	0.1905	0	1	0	0
Sara Peterson	F	So	20	2	1	3	0.1500	0	1	0	0
Gayle Bryce	D	So	19	2	1	3	0.1579	0	0	0	0
Nicole Cote	F	So	21	1	2	3	0.1429	0	0	0	0
Amanda Boisvert	F	So	19	1	2	3	0.1579	0	0	0	0
Cristina Marfuggi	F	So	12	0	3	3	0.2500	0	0	0	0
Laura Quincy	F	Fr	21	2	0	2	0.0952	0	1	0	0
Wendy Waite-Fuller	F	Fr	5	2	0	2	0.4000	1	1	0	0
Kristin Suslowicz	G	Fr	19	0	1	1	0.0526	0	0	0	0
Julie Lenahan	F	Jr	11	0	1	1	0.0909	0	0	0	0
Jenna Malgieri	D	Sr	1	0	0	0	0.0000	0	0	0	0
Katherine Byrnes	F	Sr	16	0	0	0	0.0000	0	0	0	0
Erika Milliun	F	So	20	0	0	0	0.0000	0	0	0	0
Brei Jordan	F	Sr	2	0	0	0	0.0000	0	0	0	0
Michelle Lavoie	D	So	19	0	0	0	0.0000	0	0	0	0
Cara Judd	D	So	15	0	0	0	0.0000	0	0	0	0
Jessica Campbell	F	So	4	0	0	0	0.0000	0	0	0	0
Jennifer Dunnirvine	G	Fr	8	0	0	0	0.0000	0	0	0	0
