Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Alyssa Dahl	F	Fr	21	7	3	10	0.4762	1	2	1	0
Ceara Bergsrud	D	So	23	5	4	9	0.3913	0	2	0	0
Hannah Impola	F	Jr	23	5	3	8	0.3478	2	2	1	0
Mandi Samuelson	F	Fr	13	3	5	8	0.6154	0	0	0	0
Kelsey Puffe	F	Fr	16	3	2	5	0.3125	1	2	0	0
Lisa Graham	F	So	23	2	3	5	0.2174	1	0	0	1
Bre Bian	F	Fr	21	2	3	5	0.2381	0	0	0	0
Paige Stone	F	Jr	12	3	1	4	0.3333	0	2	1	0
Stacy Hill	D	Fr	21	1	3	4	0.1905	0	0	1	0
Brit Vander Kooy	D	Fr	22	1	3	4	0.1818	0	1	0	0
Marya Losinski	D	Jr	21	0	4	4	0.1905	0	0	0	0
Joanna Berringer	D	Jr	23	1	2	3	0.1304	1	0	0	0
Brandie Dunn	F	Jr	23	0	3	3	0.1304	0	0	0	0
Hannah Valian	G	Fr	8	1	0	1	0.1250	0	1	0	0
Chelsea Hoselton	F/D	Fr	21	0	1	1	0.0476	0	0	0	0
Laura Johnson	F/D	Fr	21	0	1	1	0.0476	0	0	0	0
Jenna Johnson	G	Sr	23	0	0	0	0.0000	0	0	0	0
Amanda Giampapa	F	Fr	22	0	0	0	0.0000	0	0	0	0
Amber Malcolm	G	Fr	2	0	0	0	0.0000	0	0	0	0
