Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Krista Federow	F	Fr	25	11	8	19	0.7600	9	18	1	4	2	0
Catherine Linehan	F	Fr	25	5	5	10	0.4000	8	16	1	3	0	0
Dori Craig	F	Fr	22	3	7	10	0.4545	18	36	0	1	0	0
Kiley Fewster	F	Fr	23	5	3	8	0.3478	16	32	0	1	1	0
Rebecca Begley	D	Fr	25	2	6	8	0.3200	24	48	0	0	0	0
Morgan Bayreuther	F	Fr	25	3	3	6	0.2400	20	40	0	0	0	0
Rachel McKay	F	Fr	23	3	3	6	0.2609	17	34	1	0	0	0
Hedi Droste	D	Fr	25	2	4	6	0.2400	11	33	0	0	0	0
Emily Burton	D	Fr	25	0	6	6	0.2400	12	24	0	0	0	0
Grace Durham	D	Fr	20	3	2	5	0.2500	15	30	0	1	0	0
Johanna Slicklen	F	Fr	24	1	3	4	0.1667	4	8	0	0	0	0
Sarah Garrett	F	Fr	22	1	3	4	0.1818	3	6	0	0	0	0
Lizzy Weingast	F	Fr	18	1	2	3	0.1667	1	2	0	0	0	0
Andie Plumeri	F	Fr	25	2	0	2	0.0800	2	4	0	0	0	0
Megan Wilmot	D	Fr	14	0	2	2	0.1429	0	0	0	0	0	0
Maggie Salmon	G	Fr	15	0	1	1	0.0667	1	2	0	0	0	0
Emily Spencer	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Abigail Symes	F	Fr	15	0	0	0	0.0000	0	0	0	0	0	0
Megan Messuri	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Ashley Bermingham	F	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
