Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Heidi Govednik	F/D	Jr	21	11	5	16	0.7619	2	3	0	0
Lisa Kinney	F	Jr	21	8	4	12	0.5714	1	0	0	0
Kim Toter	F	Sr	19	4	3	7	0.3684	1	0	0	0
Tamara Trenter	D	So	21	4	2	6	0.2857	0	0	0	0
Stephanie Williams	F	Sr	20	2	4	6	0.3000	0	0	0	0
Amie Lorence	D	Fr	18	0	5	5	0.2778	0	0	0	0
Elicia Shepard	F	Jr	19	2	2	4	0.2105	1	1	0	0
Anne Gilbertson	F	Jr	18	1	3	4	0.2222	1	0	0	0
Caitlyn Belcher	F	Fr	21	1	3	4	0.1905	0	0	0	0
Amy Beitzel	F	Fr	18	3	0	3	0.1667	0	0	0	0
Hannah Carlson	F	Fr	17	1	1	2	0.1176	0	0	0	0
Jean-Marie Paul	D	So	20	0	2	2	0.1000	0	0	0	0
Amy Stroman	F/D	So	19	0	2	2	0.1053	0	0	0	0
Mary Barton	F	Fr	18	1	0	1	0.0556	0	1	0	0
Kelsie Becklin	D	Fr	14	0	1	1	0.0714	0	0	0	0
Sherah Baumgarten	G	So	1	0	0	0	0.0000	0	0	0	0
Kim Musta	F	Fr	13	0	0	0	0.0000	0	0	0	0
Kelly Moriarty	G	Fr	21	0	0	0	0.0000	0	0	0	0
Kelly McKown	F/D	Fr	4	0	0	0	0.0000	0	0	0	0
Karolyn Evans	D	Fr	9	0	0	0	0.0000	0	0	0	0
Shannon McKown	D	Fr	6	0	0	0	0.0000	0	0	0	0
Cassandra Barton	F	So	21	0	0	0	0.0000	0	0	0	0
Jessica Kuehn	F	So	14	0	0	0	0.0000	0	0	0	0
Tammy Kravik	D	Sr	1	0	0	0	0.0000	0	0	0	0
