Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sarah Wetherbee	F	So	24	14	20	34	1.4167	3	3	0	0
Kolt Bloxson	F	So	20	10	12	22	1.1000	1	3	0	0
Kathleen Remsberg	F	So	23	14	6	20	0.8696	3	5	0	0
Meghan Mahoney	D	Jr	24	7	13	20	0.8333	0	1	0	0
Cathryn O'Connor	F	Fr	24	7	8	15	0.6250	1	0	0	0
Dara Reppucci	D	Sr	23	4	8	12	0.5217	1	0	0	0
Christine O'Hara	F	Fr	24	6	5	11	0.4583	0	0	0	0
Molly Corkery	F	Jr	19	5	6	11	0.5789	0	1	0	0
Rachelle Beaudoin	F	Sr	24	5	3	8	0.3333	0	0	1	0
Melissa Flanagan	F	Fr	20	3	2	5	0.2500	0	0	0	0
Elizabeth Campbell	D	Sr	24	2	3	5	0.2083	0	1	0	0
Caitlin Andrew	D	Sr	24	1	4	5	0.2083	0	0	0	0
Lindsey Jean	D	Sr	24	0	5	5	0.2083	0	0	0	0
Amy Canning	F	So	19	2	1	3	0.1579	1	0	0	0
Michela Fahey	D	Fr	21	1	1	2	0.0952	0	0	0	0
Kimberly Scinto	F	Jr	8	0	0	0	0.0000	0	0	0	0
Dianna Muth	G	Fr	2	0	0	0	0.0000	0	0	0	0
Casey McCullion	G	Fr	23	0	0	0	0.0000	0	0	0	0
