Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Britannia Gillanders	F	Jr	32	7	6	13	0.4063	9	18	0	0	1	0
Cierra Paisley	F	Fr	31	3	8	11	0.3548	3	6	1	0	0	0
Sarah Bobrowski	F	Jr	32	4	5	9	0.2813	2	4	1	1	0	0
Kirsten Martin	F	Fr	33	3	5	8	0.2424	2	4	1	2	0	0
Carla Goodwin	F	So	33	3	5	8	0.2424	9	18	0	0	0	2
Shannon Morris-Reade	F	So	33	3	4	7	0.2121	6	12	0	2	0	0
Courtney Ganske	D	Fr	31	5	1	6	0.1935	4	8	0	2	0	0
Carrie Atkinson	D	Sr	33	1	4	5	0.1515	7	14	0	0	0	0
Lillian Marchant	F	Fr	32	1	4	5	0.1563	9	18	1	0	0	0
Taylor Girard	F	Fr	33	3	1	4	0.1212	15	33	1	1	0	1
Tirra Lemoine	F	So	18	1	2	3	0.1667	7	14	1	0	0	0
Ally Larson	D	So	29	0	3	3	0.1034	7	14	0	0	0	0
Holly Dietzler	F	Sr	33	0	3	3	0.0909	0	0	0	0	0	0
Emma Hare	F	Fr	32	1	1	2	0.0625	7	14	0	1	0	0
Tae Otte	D	Jr	26	0	2	2	0.0769	8	16	0	0	0	0
Corbin Welsh	F	So	18	1	0	1	0.0556	3	6	0	0	0	0
Jordyn Pimm	F	Fr	28	0	1	1	0.0357	6	12	0	0	0	0
Xylia Lang	D	Jr	21	0	1	1	0.0476	2	4	0	0	0	0
Katie Nokelby	D	Sr	28	0	1	1	0.0357	10	20	0	0	0	0
Kaitlyn Davidson	F	Jr	7	0	1	1	0.1429	0	0	0	0	0	0
Morgan Skinner	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Jolene deBruyn	G	So	29	0	0	0	0.0000	0	0	0	0	0	0
Erin Near	D	Fr	27	0	0	0	0.0000	4	8	0	0	0	0
Sarah McGall	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
