Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Karlie Lund	F	So	33	21	23	44	1.3333	2	4	4	3	1	2
Molly Contini	F	Sr	33	12	19	31	0.9394	9	18	0	4	0	2
Kelsey Koelzer	D	Sr	33	8	23	31	0.9394	16	32	2	1	1	0
Carly Bullock	F	Fr	33	20	10	30	0.9091	19	38	5	6	0	1
Cassidy Tucker	F	Sr	33	13	12	25	0.7576	7	14	1	0	0	1
Claire Thompson	D	Fr	33	6	14	20	0.6061	6	12	1	3	0	0
Kiersten Falck	F	Jr	32	5	13	18	0.5625	15	41	3	2	0	0
Morgan Sly	F	Sr	31	5	8	13	0.4194	7	14	0	1	0	0
Molly Strabley	F	Sr	33	3	9	12	0.3636	12	24	0	2	0	0
Stephanie Sucharda	D	So	33	0	12	12	0.3636	10	20	0	0	0	0
Julia Edgar	D	Fr	33	1	9	10	0.3030	10	20	1	0	0	0
Sylvie Wallin	D	Fr	31	3	6	9	0.2903	13	26	2	1	0	0
Fiona McKenna	F	Sr	31	0	5	5	0.1613	10	20	0	0	0	0
Audrey Potts	F	Sr	33	2	2	4	0.1212	1	2	0	0	1	0
Emily Achterkirch	D	Jr	32	1	3	4	0.1250	7	14	0	0	0	0
Kimiko Marinacci	D	So	29	1	3	4	0.1379	2	4	1	0	0	0
Keiko DeClerck	F	So	33	2	1	3	0.0909	2	4	0	0	0	0
MacKenzie Ebel	F	Fr	16	1	0	1	0.0625	0	0	0	0	0	0
Alysia DaSilva	G	Jr	15	0	0	0	0.0000	0	0	0	0	0	0
Steph Neatby	G	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
